"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1,170","63.24%","134","41.36%","1,304","59.98%"
"White","666","36.00%","183","56.48%","849","39.05%"
"Hispanic","9","0.49%","4","1.23%","13","0.60%"
"Native American","3","0.16%","0","0.00%","3","0.14%"
"Asian","1","0.05%","3","0.93%","4","0.18%"
"Data Unavailable","1","0.05%","0","0.00%","1","0.05%"
"TOTAL","1,850","100.00%","324","100.00%","2,174","100.00%"
