"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3691","64.83%","500","42.84%","4191","61.09%"
"White","1968","34.57%","657","56.30%","2625","38.27%"
"Hispanic","19",".33%","6",".51%","25",".36%"
"Native American","4",".07%","3",".26%","7",".10%"
"Asian","9",".16%","1",".09%","10",".15%"
"Data Unavailable","2",".04%","0",".00%","2",".03%"
"TOTAL","5693","100.00%","1167","100.00%","6860","100.00%"
