"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4582","60.04%","373","30.45%","4955","55.94%"
"White","2980","817.00%","839","68.49%","3819","43.12%"
"Hispanic","32",".42%","7",".57%","39",".44%"
"Native American","17",".22%","3",".24%","20",".23%"
"Asian","18",".24%","2",".16%","20",".23%"
"Data Unavailable","3",".04%","1",".08%","4",".05%"
"TOTAL","7632","100.00%","1225","100.00%","8857","100.00%"
