"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1265","58.76%","167","37.19%","1432","55.03%"
"White","872","40.50%","277","61.69%","1149","44.16%"
"Hispanic","8","0.37%","3","0.67%","11","0.42%"
"Native American","7","0.33%","1","0.22%","8","0.31%"
"Asian","1","0.05%","1","0.22%","2","0.08%"
"Data Unavailable","0","0.00%","0","0.00%","0","0.00%"
"TOTAL","2153","100.00%","449","100.00%","2602","100.00%"
