"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3531","67.79%","496","45.13%","4027","63.84%"
"White","1646","31.60%","598","54.41%","2244","35.57%"
"Hispanic","22",".42%","2",".18%","24",".38%"
"Native American","2",".04%","2",".18%","4",".06%"
"Asian","6",".12%","0",".00%","6",".10%"
"Data Unavailable","2",".04%","1",".09%","3",".05%"
"TOTAL","5209","100.00%","1099","100.00%","6308","100.00%"
