"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","5,029","61.78%","495","36.72%","5,524","58.22%"
"White","3,049","37.46%","842","62.46%","3,891","41.01%"
"Hispanic","37",".45%","8",".59%","45",".47%"
"Native American","10",".12%","2",".15%","12",".13%"
"Asian","12",".15%","0",".00%","12",".13%"
"Data Unavailable","3",".04%","1",".07%","4",".04%"
"TOTAL","8,140","100.00%","1,348","100.00%","9,488","100.00%"
