"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1212","59.85%","157","36.77%","1369","55.83%"
"White","800","39.51%","263","61.59%","1063","43.35%"
"Hispanic","5","0.25%","4","0.94%","9","0.37%"
"Native American","7","0.35%","2","0.47%","9","0.37%"
"Asian","1","0.05%","1","0.23%","2","0.08%"
"unknown","0","0.00%","0","0.00%","0","0.00%"
"TOTAL","2025","100.00%","427","100.00%","2452","100.00%"
