"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1,102","72.64%","101","58.05%","1,203","71.14%"
"White","401","26.43%","72","41.38%","473","27.97%"
"Hispanic","12","0.79%","1","0.57%","13","0.77%"
"Native American","1","0.07%","0","0.00%","1","0.06%"
"Asian","1","0.07%","0","0.00%","11","0.06%"
"TOTAL","1,517","100.00%","174","100.00%","1,691","100.00%"
