"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3581","62.35%","470","38.12%","4051","58.07%"
"White","2116","36.84%","749","60.75%","2865","41.07%"
"Hispanic","23",".40%","11",".89%","34",".49%"
"Native American","5",".09%","1",".08%","6",".09%"
"Asian","14",".24%","1",".08%","15",".22%"
"unknown","4",".07%","1",".08%","5",".07%"
"TOTAL","5743","100.00%","1233","100.00%","6976","100.00%"
