"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4713","61.78%","433","34.20%","5146","57.85%"
"White","2851","37.37%","818","64.61%","3669","41.25%"
"Hispanic","37",".48%","12",".95%","49",".55%"
"Native American","11",".14%","1",".08%","12",".13%"
"Asian","15",".20%","1",".08%","16",".18%"
"unknown","2",".03%","1",".08%","3",".03%"
"TOTAL","7629","100.00%","1266","100.00%","8895","100.00%"
