"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1203","59.88%","158","36.83%","1361","55.82%"
"White","795","39.57%","265","61.77%","1060","43.48%"
"Hispanic","4","0.20%","4","0.93%","8","0.33%"
"Native American","6","0.30%","2","0.47%","8","0.33%"
"Asian","1","0.05%","0","0.00%","1","0.04%"
"unknown","0","0.00%","0","0.00%","0","0.00%"
"TOTAL","2009","100.00%","429","100.00%","2438","100.00%"
