"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3494","62.34%","461","37.88%","3955","57.97%"
"White","2068","36.90%","743","61.05%","2811","41.20%"
"Hispanic","23",".41%","10",".82%","33",".48%"
"Native American","4",".07%","1",".08%","5",".07%"
"Asian","12",".21%","1",".08%","13",".19%"
"unknown","4",".07%","1",".08%","5",".07%"
"TOTAL","5605","100.00%","1217","100.00%","6822","100.00%"
