"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3346","62.29%","450","37.88%","3796","57.87%"
"White","1985","36.95%","727","61.20%","2712","41.34%"
"Hispanic","21",".39%","9",".76%","30",".46%"
"Native American","4",".07%","2",".17%","6",".09%"
"Asian","12",".22%","0",".00%","12",".18%"
"Data Unavailable","4",".07%","0",".00%","4",".06%"
"TOTAL","5372","100.00%","1188","100.00%","6560","100.00%"
