"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3913","62.52%","385","36.56%","4298","58.78%"
"White","2301","36.76%","657","62.39%","2958","40.45%"
"Hispanic","24",".38%","8",".76%","32",".44%"
"Native American","7",".11%","1",".09%","8",".11%"
"Asian","10",".16%","1",".09%","11",".15%"
"unknown","4",".06%","1",".09%","5",".07%"
"TOTAL","6259","100.00%","1053","100.00%","7312","100.00%"
