"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1254","61.14%","153","40.58%","1407","57.95%"
"White","785","38.27%","216","57.29%","1001","41.23%"
"Hispanic","5","0.24%","5","1.33%","10","0.41%"
"Native American","3","0.15%","0","0.00%","3","0.12%"
"Asian","2","0.10%","2","0.53%","4","0.16%"
"unknown","2","0.10%","1","0.27%","3","0.12%"
"TOTAL","2051","100.00%","377","100.00%","2428","100.00%"
