"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3,024","66.52%","433","45.39%","3,457","62.85%"
"White","1,495","32.89%","512","53.67%","2,007","36.49%"
"Hispanic","18","0.40%","4","0.42%","22","0.40%"
"Native American","1","0.02%","3","0.31%","4","0.07%"
"Asian","5","0.11%","1","0.10%","6","0.11%"
"Data Unavailable","3","0.07%","1","0.10%","4","0.07%"
"TOTAL","4,546","100.00%","954","100.00%","5,500","100.00%"
