"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4592","62.81%","436","35.45%","5028","58.87%"
"White","2669","36.51%","786","63.90%","3455","40.45%"
"Hispanic","28",".38%","7",".57%","35",".41%"
"Native American","7",".10%","0",".00%","7",".08%"
"Asian","15",".21%","0",".00%","15",".18%"
"Data Unavailable","0",".00%","1",".08%","1",".01%"
"TOTAL","7311","100.00%","1230","100.00%","8541","100.00%"
