"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4782","62.23%","528","35.89%","5310","57.99%"
"White","2849","37.07%","929","63.15%","3778","41.26%"
"Hispanic","25",".33%","10",".68%","35",".38%"
"Native American","11",".14%","2",".14%","13",".14%"
"Asian","14",".18%","0",".00%","14",".15%"
"unknown","4",".05%","2",".14%","6",".07%"
"TOTAL","7685","100.00%","1471","100.00%","9156","100.00%"
