"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4,074","62.10%","407","36.37%","4,481","58.35%"
"White","2,436","37.13%","699","62.47%","3,135","40.83%"
"Hispanic","25",".38%","8",".71%","33",".43%"
"Native American","10",".15%","2",".18%","12",".16%"
"Asian","12",".18%","1",".09%","13",".17%"
"Data Unavailable","3",".05%","2",".18%","5",".07%"
"TOTAL","6,560","100.00%","1,119","100.00%","7,679","100.00%"
