"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3113","67.24%","445","46.26%","3558","63.63%"
"White","1485","32.07%","511","53.12%","1996","35.69%"
"Hispanic","22","0.48%","3","0.31%","25","0.45%"
"Native American","3","0.06%","1","0.10%","4","0.07%"
"Asian","5","0.11%","1","0.10%","6","0.11%"
"Data Unavailable","2","0.04%","1","0.10%","3","0.05%"
"TOTAL","4630","100.00%","962","100.00%","5592","100.00%"
