"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","2216","64.12%","303","41.85%","2519","60.26%"
"White","1214","35.13%","414","57.18%","1628","38.95%"
"Hispanic","16","0.46%","2","0.28%","18","0.43%"
"Native American","5","0.14%","4","0.55%","9","0.22%"
"Asian","2","0.06%","1","0.14%","3","0.07%"
"Data Unavailable","3","0.09%","0","0.00%","3","0.07%"
"TOTAL","3456","100.00%","724","100.00%","4180","100.00%"
