"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3646","66.32%","526","45.11%","4172","62.61%"
"White","1819","33.08%","631","54.12%","2450","36.76%"
"Hispanic","24",".44%","5",".43%","29",".44%"
"Native American","1",".02%","2",".17%","3",".05%"
"Asian","6",".11%","1",".09%","7",".11%"
"Data Unavailable","2",".04%","1",".09%","3",".05%"
"TOTAL","5498","100.00%","1166","100.00%","6664","100.00%"
