"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1242","58.53%","160","37.12%","1402","54.92%"
"White","864","40.72%","267","61.95%","1131","44.30%"
"Hispanic","9","0.42%","3","0.70%","12","0.47%"
"Native American","6","0.28%","0","0.00%","6","0.24%"
"Asian","1","0.05%","1","0.23%","2","0.08%"
"unknown","0","0.00%","0","0.00%","0","0.00%"
"TOTAL","2122","100.00%","431","100.00%","2553","100.00%"
