"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1,141","72.49%","106","58.24%","1,247","71.01%"
"White","420","26.68%","75","41.21%","495","28.19%"
"Hispanic","11","0.70%","1","0.55%","12","0.68%"
"Native American","1","0.06%","0","0.00%","1","0.06%"
"Asian","1","0.06%","0","0.00%","11","0.06%"
"TOTAL","1,574","100.00%","182","100.00%","1,756","100.00%"
