"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1534","60.35%","208","38.95%","1742","56.63%"
"White","989","38.91%","323","60.49%","1312","42.65%"
"Hispanic","10","0.39%","1","0.19%","11","0.36%"
"Native American","7","0.28%","2","0.37%","9","0.29%"
"Asian","2","0.08%","0","0.00%","2","0.07%"
"unknown","0","0.00%","0","0.00%","0","0.00%"
"TOTAL","2542","100.00%","534","100.00%","3076","100.00%"
