"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1815","62.35%","251","39.65%","2066","58.30%"
"White","1077","37.00%","377","59.56%","1454","41.03%"
"Hispanic","10","0.34%","2","0.32%","12","0.34%"
"Native American","5","0.17%","3","0.47%","8","0.23%"
"Asian","1","0.03%","0","0.00%","1","0.03%"
"unknown","3","0.10%","0","0.00%","3","0.08%"
"TOTAL","2911","100.00%","633","100.00%","3544","100.00%"
