"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4573","60.54%","381","31.51%","4954","56.53%"
"White","2916","817.00%","817","67.58%","3733","42.60%"
"Hispanic","36",".48%","6",".50%","42",".48%"
"Native American","10",".13%","3",".25%","13",".15%"
"Asian","16",".21%","1",".08%","17",".19%"
"unknown","3",".04%","1",".08%","4",".05%"
"TOTAL","7554","100.00%","1209","100.00%","8763","100.00%"
