"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3688","65.01%","501","43.23%","4189","61.31%"
"White","1953","34.43%","648","55.91%","2601","38.07%"
"Hispanic","18",".32%","6",".52%","24",".35%"
"Native American","3",".05%","3",".26%","6",".09%"
"Asian","9",".16%","1",".09%","10",".15%"
"Data Unavailable","2",".04%","0",".00%","2",".03%"
"TOTAL","5673","100.00%","1159","100.00%","6832","100.00%"
