"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4546","62.82%","424","34.87%","4970","58.80%"
"White","2640","36.48%","778","63.98%","3418","40.44%"
"Hispanic","27",".37%","10",".82%","37",".44%"
"Native American","8",".11%","2",".16%","10",".12%"
"Asian","14",".19%","1",".08%","15",".18%"
"unknown","2",".03%","1",".08%","3",".04%"
"TOTAL","7237","100.00%","1216","100.00%","8453","100.00%"
