"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3895","62.12%","508","37.94%","4403","57.87%"
"White","2328","37.13%","817","61.02%","3145","41.33%"
"Hispanic","22",".35%","11",".82%","33",".43%"
"Native American","5",".08%","1",".07%","6",".08%"
"Asian","15",".24%","1",".07%","16",".21%"
"Data Unavailable","5",".08%","1",".07%","6",".08%"
"TOTAL","6270","100.00%","1339","100.00%","7609","100.00%"
