"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3620","66.74%","515","45.18%","4135","63.00%"
"White","1767","32.58%","617","54.12%","2384","36.32%"
"Hispanic","28",".52%","5",".44%","33",".50%"
"Native American","2",".04%","1",".09%","3",".05%"
"Asian","5",".09%","1",".09%","6",".09%"
"Data Unavailable","2",".04%","1",".09%","3",".05%"
"TOTAL","5424","100.00%","1140","100.00%","6564","100.00%"
