"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1332","59.57%","180","38.38%","1512","55.90%"
"White","889","39.76%","284","60.55%","1173","43.36%"
"Hispanic","6","0.27%","3","0.64%","9","0.33%"
"Native American","7","0.31%","2","0.43%","9","0.33%"
"Asian","2","0.09%","0","0.00%","2","0.07%"
"Data Unavailable","0","0.00%","0","0.00%","0","0.00%"
"TOTAL","2236","100.00%","469","100.00%","2705","100.00%"
