"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1713","61.22%","236","39.27%","1949","57.34%"
"White","1067","38.13%","362","60.23%","1429","42.04%"
"Hispanic","11","0.39%","1","0.17%","12","0.35%"
"Native American","6","0.21%","2","0.33%","8","0.24%"
"Asian","1","0.04%","0","0.00%","1","0.03%"
"unknown","0","0.00%","0","0.00%","0","0.00%"
"TOTAL","2798","100.00%","601","100.00%","3399","100.00%"
