"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1104","73.80%","94","63.09%","1198","72.83%"
"White","383","25.60%","55","36.91%","438","26.63%"
"Hispanic","8","0.53%","0","0.00%","8","0.49%"
"Native American","1","0.07%","0","0.00%","1","0.06%"
"Asian","0","0.00%","0","0.00%","01","0.00%"
"TOTAL","1496","100.00%","149","100.00%","1645","100.00%"
