"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","1074","68.93%","120","56.60%","1194","67.46%"
"White","478","30.68%","91","42.92%","569","32.15%"
"Hispanic","3","0.19%","1","0.47%","4","0.23%"
"Native American","1","0.06%","","0.00%","1","0.06%"
"Asian","2","0.13%","","0.00%","2","0.11%"
"TOTAL","1558","100.00%","212","100.00%","1770","100.00%"
