"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4613","61.43%","404","33.20%","5017","57.49%"
"White","2835","37.75%","797","65.49%","3632","41.62%"
"Hispanic","33",".44%","12",".99%","45",".52%"
"Native American","11",".15%","2",".16%","13",".15%"
"Asian","15",".20%","1",".08%","16",".18%"
"Data Unavailable","2",".03%","1",".08%","3",".03%"
"TOTAL","7509","100.00%","1217","100.00%","8726","100.00%"
