"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4283","62.36%","384","33.98%","4667","58.35%"
"White","2534","36.90%","719","63.63%","3253","40.67%"
"Hispanic","23",".33%","11",".97%","34",".43%"
"Native American","9",".13%","1",".09%","10",".13%"
"Asian","15",".22%","15","1.33%","30",".38%"
"unknown","4",".06%","0",".00%","4",".05%"
"TOTAL","6868","100.00%","1130","100.00%","7998","100.00%"
