"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","4621","61.03%","381","31.33%","5002","56.92%"
"White","2890","38.17%","823","67.68%","3713","42.25%"
"Hispanic","33",".44%","7",".58%","40",".46%"
"Native American","11",".15%","3",".25%","14",".16%"
"Asian","13",".17%","1",".08%","14",".16%"
"Data Unavailable","4",".05%","1",".08%","5",".06%"
"TOTAL","7572","100.00%","1216","100.00%","8788","100.00%"
