"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","3700","67.93%","498","44.82%","4198","64.01%"
"White","1716","31.50%","608","54.73%","2324","35.44%"
"Hispanic","22",".40%","3",".27%","25",".38%"
"Native American","1",".02%","1",".09%","2",".03%"
"Asian","7",".13%","0",".00%","7",".11%"
"unknown","1",".02%","1",".09%","2",".03%"
"TOTAL","5447","100.00%","1111","100.00%","6558","100.00%"
