year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,14538,7637,0.0,,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,14316,7555,0.0,,6.5,3.375,0.0,0.0,0.0,0.0,0.0,0.0,
1972,14325,7638,0.0,,9.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,
1973,14358,7733,0.0,,11.5,4.125,0.0,0.0,0.0,0.0,0.0,0.0,
1974,14424,7855,0.0,,14.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,14396,7906,0.0,,16.5,4.875,0.0,0.0,0.0,0.0,0.0,0.0,
1976,14357,7928,0.0,,19.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,
1977,14211,7859,0.0,,21.5,5.625,0.0,0.0,0.0,0.0,0.0,0.0,
1978,14182,7892,260.7143,,24.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,
1979,13945,7771,260.5714,,24.0,8.4,7.2,0.0,0.0,0.0,0.0,0.0,
1980,13873,7754,260.4286,,24.0,10.8,6.4,0.0,0.0,0.0,0.0,0.0,
1981,13735,7692,260.2857,,24.0,13.2,5.6,0.0,0.0,0.0,0.0,0.0,
1982,13707,7691,260.1429,,24.0,15.6,4.8,0.0,0.0,0.0,0.0,0.0,
1983,13610,7640,260.0,,24.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,
1984,13702,7703,259.2,,22.6,17.0,3.4,0.0,0.0,0.0,0.0,0.0,
1985,13383,7529,258.4,,21.2,16.0,2.8,0.0,0.0,0.0,0.0,0.0,
1986,13059,7382,257.6,,19.8,15.0,2.2,0.0,0.0,0.0,0.0,0.0,
1987,12931,7346,256.8,,18.4,14.0,1.6,0.0,0.0,0.0,0.0,0.0,
1988,12706,7239,256.0,,17.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,
1989,12417,7084,272.1143,,19.0,16.4,1.5,0.0,0.0,0.0,0.0,0.0,
1990,12090,6980,288.2286,,21.0,19.8,2.0,0.0,0.0,0.0,0.0,0.0,
1991,11918,6912,304.3429,,23.0,23.2,2.5,0.0,0.0,0.0,0.0,0.0,
1992,11941,6921,320.4572,,25.0,26.6,3.0,0.0,0.0,0.0,0.0,0.0,
1993,11893,6957,336.5715,,27.0,30.0,3.5,0.0,0.0,0.0,0.0,0.0,
1994,11672,6881,352.6858,,30.0,23.75,4.0,0.0,0.0,0.0,0.0,0.0,
1995,11426,6796,368.8,,25.0,17.5,4.5,0.0,0.0,0.0,0.0,0.0,
1996,11455,6895,384.9143,,32.0,11.25,5.0,0.0,0.0,0.0,0.0,0.0,
1997,11381,6888,401.0286,,33.0,5.0,5.5,0.0,0.0,0.0,0.0,0.0,
1998,11390,6966,417.1429,,35.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,
1999,11335,6962,1042.857,,29.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,
2000,11106,6877,912.4999,910.0,27.16667,13.833329999999998,5.5,0.0,0.0,0.0,0.0,0.0,22.0
2001,10969,6827,782.1428,808.0,25.33333,13.666670000000002,6.0,0.0,0.0,0.0,0.0,0.0,29.0
2002,10582,6640,651.7856,758.0,23.5,13.5,6.5,0.0,0.0,0.0,0.0,0.0,35.0
2003,10351,6505,521.4285,772.0,21.66667,13.333329999999998,7.0,0.0,0.0,0.0,0.0,0.0,22.0
2004,10204,6414,391.0714,717.0,19.83333,13.166670000000002,7.5,0.0,0.0,0.0,0.0,0.0,35.0
2005,9974,6305,260.7143,744.0,18.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0
2006,9840,6262,235.625,735.0,18.75,13.5,7.25,0.0,0.0,0.0,0.0,0.0,27.0
2007,9666,6144,210.5357,751.0,19.5,14.0,6.5,0.0,0.0,0.0,0.0,0.0,37.0
2008,9691,6147,185.4464,780.0,20.25,14.5,5.75,0.0,0.0,0.0,0.0,0.0,36.0
2009,9517,6044,160.3571,708.0,21.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,37.0
2010,9375,5961,135.2679,555.0,21.75,15.5,4.25,0.0,0.0,0.0,0.0,0.0,32.0
2011,9335,5929,110.1786,950.0,22.5,16.0,3.5,0.0,0.0,0.0,0.0,0.0,32.0
2012,9316,5911,85.08929,980.0,23.25,16.5,2.75,0.0,0.0,0.0,0.0,0.0,33.0
2013,9213,5848,60.0,980.0,24.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0
2014,8963,5615,60.0,,24.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,
2015,8790,5463,60.0,,24.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,
2016,8703,5387,,,,,,,,,,,
