year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,16773,9549,0.0,,33.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,16673,9482,0.0,,30.125,4.846154,0.0,0.0,0.0,0.0,0.0,0.0,
1972,17440,10008,0.0,,27.25,4.692307,0.0,0.0,0.0,0.0,0.0,0.0,
1973,17449,10050,0.0,,24.375,4.538462,0.0,0.0,0.0,0.0,0.0,0.0,
1974,17443,10104,0.0,,21.5,4.384615,0.0,0.0,0.0,0.0,0.0,0.0,
1975,17444,10151,0.0,,18.625,4.2307690000000004,0.0,0.0,0.0,0.0,0.0,0.0,
1976,17513,10290,0.0,,15.75,4.076923000000001,0.0,0.0,0.0,0.0,0.0,0.0,
1977,17742,10518,0.0,,12.875,3.9230769999999997,0.0,0.0,0.0,0.0,0.0,0.0,
1978,17905,10691,365.0,,10.0,3.7692309999999996,10.0,0.0,0.0,0.0,0.0,0.0,
1979,17928,10760,484.0,,9.2,3.615385,8.2,0.0,0.0,0.0,0.0,0.0,
1980,17777,10670,603.0,,8.4,3.461539,6.4,0.0,0.0,0.0,0.0,0.0,
1981,17517,10533,722.0,,7.6,3.307692,4.6,0.0,0.0,0.0,0.0,0.0,
1982,17669,10639,841.0,,6.8,3.1538459999999997,2.8,0.0,0.0,0.0,0.0,0.0,
1983,17860,10756,960.0,,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,
1984,17793,10719,918.0,,6.4,4.0,2.3125,0.0,0.0,0.0,0.0,0.0,
1985,17681,10658,876.0,,6.8,5.0,3.625,0.0,0.0,0.0,0.0,0.0,
1986,17896,10833,834.0,,7.2,6.0,4.9375,0.0,0.0,0.0,0.0,0.0,
1987,18043,10953,792.0,,7.6,7.0,6.25,0.0,0.0,0.0,0.0,0.0,
1988,18067,10991,750.0,,8.0,8.0,7.5625,0.0,0.0,0.0,0.0,0.0,
1989,18021,10978,1023.117,,13.8,9.6,8.875,0.0,0.0,0.0,0.0,0.0,
1990,18157,11177,1296.234,,19.6,11.2,10.1875,0.0,0.0,0.0,0.0,0.0,
1991,18265,11228,1569.351,,25.4,12.8,11.5,0.0,0.0,0.0,0.0,0.0,
1992,18332,11246,1842.4679999999998,,31.2,14.4,12.8125,0.0,0.0,0.0,0.0,0.0,
1993,18628,11440,2115.584,,37.0,16.0,14.125,0.0,5.0,0.0,0.0,0.0,
1994,18749,11554,2388.701,,38.66667,15.0,15.4375,0.0,4.5,0.0,0.0,0.0,
1995,19015,11767,2661.8179999999998,,40.33333,14.0,16.75,0.0,4.0,0.0,0.0,0.0,
1996,19172,11938,2934.935,,42.0,13.0,18.0625,0.0,3.5,0.0,0.0,0.0,
1997,19311,12042,3208.052,,43.66667,12.0,19.375,0.0,3.0,0.0,0.0,0.0,
1998,19255,12032,3481.1690000000003,,45.33333,11.0,20.6875,0.0,2.5,0.0,0.0,0.0,
1999,19454,12183,3754.2859999999996,,47.0,10.0,22.0,0.0,2.0,0.0,0.0,0.0,
2000,19372,12124,3311.071,330.0,49.16667,12.5,45.35714,0.0,3.428571,0.0,0.0,0.0,43.0
2001,19266,12062,2867.857,330.0,51.33333,15.0,68.71429,0.0,4.857143,0.0,0.0,0.0,29.0
2002,18976,11908,2424.643,330.0,53.5,17.5,92.07143,0.0,6.285714,0.0,0.0,0.0,27.0
2003,18811,11806,1981.4289999999999,259.0,55.666669999999996,20.0,115.4286,0.0,7.714286,0.0,0.0,0.0,31.0
2004,18642,11723,1538.214,1223.0,57.833330000000004,22.5,138.7857,0.0,9.142858,0.0,0.0,0.0,64.0
2005,18369,11618,1095.0,1880.0,60.0,25.0,162.1429,0.0,10.57143,0.0,0.0,0.0,64.0
2006,18074,11510,1204.875,1562.0,101.375,23.875,185.5,0.0,12.0,0.0,0.0,0.0,66.0
2007,17884,11408,1314.75,1612.0,142.75,22.75,208.8571,0.0,13.42857,0.0,0.0,0.0,80.0
2008,17639,11201,1424.625,3136.0,184.125,21.625,232.2143,0.0,14.85714,0.0,0.0,0.0,71.0
2009,17439,11126,1534.5,583.0,225.5,20.5,255.5714,0.0,16.28572,0.0,0.0,0.0,68.0
2010,17392,11119,1644.375,1696.0,266.875,19.375,278.9286,0.0,17.71428,0.0,0.0,0.0,142.0
2011,17439,11130,1754.25,1809.0,308.25,18.25,302.2857,0.0,19.14286,0.0,0.0,0.0,335.0
2012,17495,11238,1864.125,2086.0,349.625,17.125,325.6429,0.0,20.57143,0.0,0.0,0.0,394.0
2013,17497,11180,1974.0,1974.0,391.0,16.0,349.0,0.0,22.0,0.0,0.0,0.0,391.0
2014,17376,11059,1825.0,,397.0,17.0,299.0,0.0,22.0,0.0,0.0,0.0,
2015,17384,11046,1801.0,,357.0,19.0,276.0,0.0,22.0,0.0,0.0,0.0,
2016,17384,10972,,,,,,,,,,,
