year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,20990,12241,0.0,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,21776,12723,0.0,,4.75,4.375,0.0,0.0,0.0,0.0,0.0,0.0,
1972,22203,12996,0.0,,5.5,4.75,0.0,0.0,0.0,0.0,0.0,0.0,
1973,22556,13233,0.0,,6.25,5.125,0.0,0.0,0.0,0.0,0.0,0.0,
1974,23055,13570,0.0,,7.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,23109,13596,0.0,,7.75,5.875,0.0,0.0,0.0,0.0,0.0,0.0,
1976,23215,13719,0.0,,8.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,
1977,23479,13935,0.0,,9.25,6.625,0.0,0.0,0.0,0.0,0.0,0.0,
1978,23637,14035,1042.857,,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,
1979,23739,14171,1024.486,,14.6,9.8,3.0,0.0,0.0,0.0,0.0,0.0,
1980,23782,14196,1006.1139999999999,,19.2,12.6,5.0,0.0,0.0,0.0,0.0,0.0,
1981,23836,14269,987.7428,,23.8,15.4,7.0,0.0,0.0,0.0,0.0,0.0,
1982,23721,14217,969.3714,,28.4,18.2,9.0,0.0,0.0,0.0,0.0,0.0,
1983,24056,14438,951.0,,33.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,
1984,24337,14630,1100.5,,23.0,11.5,12.1875,0.0,0.0,0.0,0.0,0.0,
1985,24017,14459,1250.0,,13.0,2.0,13.375,0.0,0.0,0.0,0.0,0.0,
1986,24642,14909,1400.0,,8.0,3.5,14.5625,0.0,0.0,0.0,0.0,0.0,
1987,24471,14879,1800.0,,13.0,5.0,15.75,0.0,0.0,0.0,0.0,0.0,
1988,24767,15123,1431.0,,13.0,11.0,16.9375,0.0,0.0,0.0,0.0,0.0,
1989,24773,15163,1381.494,,14.0,12.0,18.125,0.0,0.0,0.0,0.0,0.0,
1990,24835,15386,1331.987,,15.0,13.0,19.3125,0.0,0.0,0.0,0.0,0.0,
1991,25147,15506,1282.48,,16.0,14.0,20.5,0.0,0.0,0.0,0.0,0.0,
1992,25602,15739,1232.974,,17.0,15.0,21.6875,0.0,0.0,0.0,0.0,0.0,
1993,26056,16033,1183.468,,18.0,16.0,22.875,0.0,0.0,0.0,0.0,0.0,
1994,26464,16315,1133.961,,22.5,18.83333,24.0625,0.0,0.0,0.0,0.0,0.0,
1995,27129,16813,1084.455,,27.0,21.66667,25.25,0.0,0.0,0.0,0.0,0.0,
1996,27570,17154,1034.948,,31.5,24.5,26.4375,0.0,0.0,0.0,0.0,0.0,
1997,27858,17341,985.4416,,36.0,27.33333,27.625,0.0,0.0,0.0,0.0,0.0,
1998,28265,17727,935.9351,,40.5,30.16667,28.8125,0.0,0.0,0.0,0.0,0.0,
1999,28585,17929,886.4286,,45.0,33.0,30.0,0.0,0.0,0.0,0.0,0.0,
2000,28689,17983,0.0,2850.0,46.66667,33.83333,0.0,0.0,0.0,0.0,0.0,0.0,45.0
2001,28396,17922,0.0,2152.0,48.33333,34.66667,0.0,0.0,0.0,0.0,0.0,0.0,46.0
2002,28490,17990,0.0,2100.0,50.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,42.0
2003,28807,18130,0.0,2350.0,51.66667,36.33333,0.0,0.0,0.0,0.0,0.0,0.0,42.0
2004,29139,18368,0.0,780.0,53.333330000000004,37.16667,0.0,0.0,0.0,0.0,0.0,0.0,60.0
2005,29364,18511,0.0,555.0,55.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
2006,29381,18596,0.0,555.0,55.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
2007,29399,18563,0.0,555.0,55.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
2008,29562,18628,0.0,555.0,55.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
2009,29694,18673,0.0,555.0,55.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
2010,29673,18518,0.0,555.0,55.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
2011,29674,18535,0.0,555.0,55.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
2012,29730,18618,0.0,555.0,55.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
2013,29714,18432,0.0,555.0,55.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
2014,29506,18231,0.0,,55.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015,29428,18104,0.0,,55.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016,29445,18066,,,,,,,,,,,
