year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,14759,8662,0.0,,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,15334,9051,0.0,,12.5,10.625,0.0,0.0,0.0,0.0,0.0,0.0,
1972,15042,8872,0.0,,11.0,9.25,0.0,0.0,0.0,0.0,0.0,0.0,
1973,15372,9127,0.0,,9.5,7.875,0.0,0.0,0.0,0.0,0.0,0.0,
1974,15425,9189,0.0,,8.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,15504,9256,0.0,,6.5,5.125,0.0,0.0,0.0,0.0,0.0,0.0,
1976,15506,9290,0.0,,5.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,
1977,15455,9264,0.0,,3.5,2.375,0.0,0.0,0.0,0.0,0.0,0.0,
1978,15506,9314,521.4286,,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,
1979,15549,9317,477.1429,,2.6,1.4,0.0,0.0,0.0,0.0,1.828571,0.0,
1980,15620,9386,432.8571,,3.2,1.8,0.0,0.0,0.0,0.0,2.657143,0.0,
1981,15436,9297,388.5714,,3.8,2.2,0.0,0.0,0.0,0.0,3.4857139999999998,0.0,
1982,15452,9330,344.2857,,4.4,2.6,0.0,0.0,0.0,0.0,4.314286,0.0,
1983,15172,9167,300.0,,5.0,3.0,2.0,0.0,0.0,0.0,5.142857,0.0,
1984,15162,9179,290.4,,4.4,3.0,2.7,0.0,0.0,0.0,5.9714279999999995,0.0,
1985,15312,9283,280.8,,3.8,3.0,3.4,0.0,0.0,0.0,6.8,0.0,
1986,14680,8943,271.2,,3.2,3.0,4.1,0.0,0.0,0.0,7.628572,0.0,
1987,15090,9223,261.6,,2.6,3.0,4.8,0.0,0.0,0.0,8.457142999999999,0.0,
1988,15256,9351,252.0,,2.0,3.0,5.5,0.0,0.0,0.0,9.285714,0.0,
1989,14989,9200,304.9351,,4.0,4.2,6.2,0.0,0.0,0.0,10.114289999999999,0.0,
1990,14930,9256,357.8701,,6.0,5.4,6.9,0.0,0.0,0.0,10.942860000000001,0.0,
1991,14841,9168,410.8052,,8.0,6.6,7.6,0.0,0.0,0.0,11.77143,0.0,
1992,14936,9175,463.7403,,10.0,7.8,8.3,0.0,0.0,0.0,12.6,0.0,
1993,14938,9190,516.6753,,12.0,9.0,9.0,0.0,0.0,0.0,13.42857,0.0,
1994,15058,9274,569.6104,,16.33333,11.16667,10.5,0.0,0.0,0.0,14.25714,0.0,
1995,15056,9284,622.5455,,20.66667,13.333329999999998,12.0,0.0,0.0,0.0,15.08571,0.0,
1996,15056,9314,675.4805,,25.0,15.5,13.5,0.0,0.0,0.0,15.91429,0.0,
1997,15198,9458,728.4156,,29.33333,17.66667,15.0,0.0,0.0,0.0,16.74286,0.0,
1998,15114,9445,781.3506,,33.66667,19.83333,16.5,0.0,0.0,0.0,17.57143,0.0,
1999,15119,9474,834.2857,,38.0,22.0,18.0,0.0,0.0,0.0,18.4,0.0,
2000,15044,9462,851.6666,1071.0,37.0,21.83333,17.0,0.0,0.0,0.0,19.22857,0.0,38.0
2001,14991,9458,869.0476,1091.0,36.0,21.66667,16.0,0.0,0.0,0.0,20.05714,0.0,38.0
2002,14906,9418,886.4286,1058.0,35.0,21.5,15.0,0.0,0.0,0.0,20.88571,0.0,38.0
2003,14887,9375,903.8095,691.0,34.0,21.33333,14.0,0.0,0.0,0.0,21.71428,0.0,38.0
2004,14857,9407,921.1904,874.0,33.0,21.16667,13.0,0.0,0.0,0.0,22.54286,0.0,38.0
2005,14803,9370,938.5714,890.0,32.0,21.0,12.0,0.0,0.0,0.0,23.37143,0.0,35.0
2006,14947,9477,843.25,997.0,32.5,22.375,11.0,0.0,0.0,0.0,24.2,0.0,37.0
2007,14967,9426,747.9286,1046.0,33.0,23.75,10.0,0.0,0.0,0.0,25.028570000000002,0.0,40.0
2008,14912,9383,652.6071,1098.0,33.5,25.125,9.0,0.0,0.0,0.0,25.85714,0.0,44.0
2009,14940,9368,557.2857,1036.0,34.0,26.5,8.0,0.0,0.0,0.0,26.685709999999997,0.0,45.0
2010,14962,9389,461.9643,1009.0,34.5,27.875,7.0,0.0,0.0,0.0,27.514290000000003,0.0,32.0
2011,14970,9394,366.6429,490.0,35.0,29.25,6.0,0.0,0.0,0.0,28.342859999999998,0.0,40.0
2012,14906,9367,271.3214,665.0,35.5,30.625,5.0,0.0,0.0,0.0,29.171429999999997,0.0,38.0
2013,14830,9305,176.0,665.0,36.0,32.0,4.0,0.0,2.0,0.0,30.0,0.0,36.0
2014,14710,9207,176.0,,36.0,32.0,4.0,0.0,2.0,0.0,30.0,0.0,
2015,14695,9189,176.0,,36.0,32.0,4.0,0.0,2.0,0.0,30.0,0.0,
2016,14626,9082,,,,,,,,,,,
