year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,19270,10859,0.0,,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,18134,10122,0.0,,9.5,5.875,0.0,0.0,0.0,0.0,0.0,0.0,
1972,19675,11175,0.0,,11.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,
1973,19845,11329,0.0,,12.5,5.625,0.0,0.0,0.0,0.0,0.0,0.0,
1974,19385,11065,0.0,,14.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,19348,11074,0.0,,15.5,5.375,0.0,0.0,0.0,0.0,0.0,0.0,
1976,19453,11187,0.0,,17.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,
1977,20019,11610,0.0,,18.5,5.125,0.0,0.0,0.0,0.0,0.0,0.0,
1978,19973,11613,625.7143,,20.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,
1979,19820,11532,625.3715,,19.0,4.4,12.5,0.0,0.0,0.0,0.0,0.0,
1980,19779,11532,625.0286,,18.0,3.8,12.0,0.0,0.0,0.0,0.0,0.0,
1981,19514,11393,624.6857,,17.0,3.2,11.5,0.0,0.0,0.0,0.0,0.0,
1982,19297,11279,624.3428,,16.0,2.6,11.0,0.0,0.0,0.0,0.0,0.0,
1983,18865,11029,624.0,,15.0,2.0,10.5,0.0,0.0,0.0,0.0,0.0,
1984,18966,11102,559.0,,15.2,3.0,10.0,0.0,0.0,0.0,0.0,0.0,
1985,19085,11174,494.0,,15.4,4.0,9.5,0.0,0.0,0.0,0.0,0.0,
1986,19110,11238,429.0,,15.6,5.0,9.0,0.0,0.0,0.0,0.0,0.0,
1987,19024,11227,364.0,,15.8,6.0,8.5,0.0,0.0,0.0,0.0,0.0,
1988,18735,11080,299.0,,16.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,
1989,18721,11084,342.7563,,17.4,7.090909,8.363636,0.0,0.0,0.0,0.0,0.0,
1990,18495,11042,386.5126,,18.8,7.181817999999999,8.727273,0.0,0.0,0.0,0.0,0.0,
1991,18725,11188,430.2689,,20.2,7.272727000000001,9.090909,0.0,0.0,0.0,0.0,0.0,
1992,18725,11151,474.0252,,21.6,7.363636,9.454545,0.0,0.0,0.0,0.0,0.0,
1993,18878,11289,517.7815,,23.0,7.4545449999999995,9.818182,0.0,0.0,0.0,0.0,0.0,
1994,18888,11338,561.5378,,22.5,7.5454550000000005,10.18182,0.0,0.0,0.0,0.0,0.0,
1995,19093,11540,605.2941,,22.0,7.636364,10.54545,0.0,0.0,0.0,0.0,0.0,
1996,19314,11717,649.0504,,21.5,7.727272999999999,10.909089999999999,0.0,0.0,0.0,0.0,0.0,
1997,19420,11805,692.8067,,21.0,7.818182000000001,11.272730000000001,0.0,0.0,0.0,0.0,0.0,
1998,19409,11873,736.563,,20.5,7.909091,11.63636,0.0,0.0,0.0,0.0,0.0,
1999,19593,12009,780.3193,,20.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,
2000,19620,12080,824.0756,792.0,21.33333,10.5,0.0,0.0,0.0,0.0,0.0,0.0,34.0
2001,19595,11994,867.8318,792.0,22.66667,13.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
2002,19549,12045,911.5881,792.0,24.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,39.0
2003,19469,12000,955.3445,792.0,25.33333,18.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
2004,19330,11946,999.1008,564.0,26.66667,20.5,0.0,0.0,0.0,0.0,0.0,0.0,31.0
2005,19265,11982,1042.857,538.0,28.0,23.0,0.0,0.0,6.0,1.0,0.0,0.0,29.0
2006,19431,12054,996.9999,688.0,27.25,22.25,0.0,0.0,6.0,1.0,0.0,0.0,26.0
2007,19511,12024,951.1428,707.0,26.5,21.5,0.0,0.0,6.0,1.0,0.0,0.0,26.0
2008,19622,12037,905.2856,740.0,25.75,20.75,0.0,0.0,6.0,1.0,0.0,0.0,26.0
2009,19611,11978,859.4285,792.0,25.0,20.0,0.0,0.0,6.0,1.0,0.0,0.0,24.0
2010,19564,11939,813.5714,474.0,24.25,19.25,0.0,0.0,6.0,1.0,0.0,0.0,24.0
2011,19488,11915,767.7142,570.0,23.5,18.5,0.0,0.0,6.0,1.0,0.0,0.0,24.0
2012,19389,11819,721.8571,592.0,22.75,17.75,0.0,0.0,6.0,1.0,0.0,0.0,24.0
2013,19149,11566,676.0,676.0,22.0,17.0,0.0,0.0,6.0,1.0,0.0,0.0,22.0
2014,19117,11532,676.0,,22.0,17.0,0.0,0.0,6.0,1.0,0.0,0.0,
2015,18824,11310,676.0,,22.0,17.0,0.0,0.0,6.0,1.0,0.0,0.0,
2016,18671,11253,,,,,,,,,,,
