year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,11117,6143,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,11236,6265,0.0,,3.0,2.125,0.0,0.0,0.0,0.0,0.0,0.0,
1972,11175,6294,0.0,,4.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,
1973,10797,6121,0.0,,5.0,2.375,0.0,0.0,0.0,0.0,0.0,0.0,
1974,10248,5840,0.0,,6.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,10317,5975,0.0,,7.0,2.625,0.0,0.0,0.0,0.0,0.0,0.0,
1976,10355,6053,0.0,,8.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,
1977,10165,5963,0.0,,9.0,2.875,0.0,0.0,0.0,0.0,0.0,0.0,
1978,10280,6097,260.7143,,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,
1979,10181,6043,253.5714,,8.8,2.8,2.8,0.0,0.0,0.0,0.0,0.0,
1980,10016,5944,246.4286,,7.6,2.6,2.6,0.0,0.0,0.0,0.0,0.0,
1981,10082,5982,239.2857,,6.4,2.4,2.4,0.0,0.0,0.0,0.0,0.0,
1982,10148,6017,232.1429,,5.2,2.2,2.2,0.0,0.0,0.0,0.0,0.0,
1983,10229,6056,225.0,,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,
1984,10189,6024,262.5,,9.5,2.5,2.2,0.0,0.0,0.0,0.0,0.0,
1985,10092,5954,300.0,,15.0,3.0,2.4,0.0,0.0,0.0,0.0,0.0,
1986,10188,6023,384.0,,14.0,4.0,2.6,0.0,0.0,0.0,0.0,0.0,
1987,9943,5887,285.0,,7.0,7.0,2.8,0.0,0.0,0.0,0.0,0.0,
1988,9676,5725,298.0,,10.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,
1989,9585,5668,286.6,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,
1990,9709,5796,275.2,,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,
1991,9592,5735,263.8,,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,
1992,9545,5720,252.4,,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,
1993,9565,5774,241.0,,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,
1994,9649,5856,229.6,,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,
1995,9775,5992,218.2,,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,
1996,9481,5811,206.8,,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,
1997,9468,5841,195.4,,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,
1998,9979,6373,184.0,,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,
1999,10306,6704,172.6,,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,
2000,10307,6754,161.2,220.0,19.16667,10.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
2001,10280,6761,149.8,220.0,18.33333,10.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
2002,10266,6795,138.4,220.0,17.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2003,10283,6863,127.0,416.0,16.66667,10.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
2004,10185,6824,115.6,416.0,15.833329999999998,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
2005,10123,6761,104.2,416.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
2006,10306,6900,92.8,435.0,15.375,10.375,0.0,0.0,0.0,0.0,0.0,0.0,18.0
2007,10142,6808,81.4,454.0,15.75,10.75,0.0,0.0,0.0,0.0,0.0,0.0,18.0
2008,10061,6771,70.0,472.0,16.125,11.125,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2009,9994,6755,58.6,491.0,16.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,18.0
2010,9878,6650,47.2,510.0,16.875,11.875,0.0,0.0,0.0,0.0,0.0,0.0,19.0
2011,9863,6632,35.8,350.0,17.25,12.25,0.0,0.0,0.0,0.0,0.0,0.0,18.0
2012,9584,6413,24.4,485.0,17.625,12.625,0.0,0.0,0.0,0.0,0.0,0.0,20.0
2013,9459,6309,13.0,485.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
2014,9343,6210,13.0,,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015,9182,6093,13.0,,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016,9085,5969,,,,,,,,,,,
