year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,15380,9081,0.0,,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,16032,9564,0.0,,9.375,8.375,0.0,0.0,0.0,0.0,0.0,0.0,
1972,17281,10459,0.0,,9.75,7.75,0.0,0.0,0.0,0.0,0.0,0.0,
1973,17948,10979,0.0,,10.125,7.125,0.0,0.0,0.0,0.0,0.0,0.0,
1974,19088,11790,0.0,,10.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,19764,12286,0.0,,10.875,5.875,0.0,0.0,0.0,0.0,0.0,0.0,
1976,20078,12592,0.0,,11.25,5.25,0.0,0.0,0.0,0.0,0.0,0.0,
1977,21297,13529,0.0,,11.625,4.625,0.0,0.0,0.0,0.0,0.0,0.0,
1978,21961,14028,521.4286,,12.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,
1979,23130,14876,521.1429,,12.0,5.2,6.8,0.0,0.0,0.0,0.0,0.0,
1980,24150,15590,520.8572,,12.0,6.4,5.6,0.0,0.0,0.0,0.0,0.0,
1981,25405,16436,520.5714,,12.0,7.6,4.4,0.0,0.0,0.0,0.0,0.0,
1982,26031,16870,520.2857,,12.0,8.8,3.2,0.0,0.0,0.0,0.0,0.0,
1983,26621,17254,520.0,,12.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,
1984,27120,17599,548.4,,11.4,10.0,2.6,0.0,0.0,0.0,0.0,0.0,
1985,28045,18210,576.8,,10.8,10.0,3.2,0.0,0.0,0.0,0.0,0.0,
1986,28596,18638,605.2,,10.2,10.0,3.8,0.0,0.0,0.0,0.0,0.0,
1987,29204,19082,633.6,,9.6,10.0,4.4,0.0,0.0,0.0,0.0,0.0,
1988,29241,19140,662.0,,9.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,
1989,30070,19699,653.1572,,16.2,11.6,5.6,0.0,0.0,0.0,0.0,0.0,
1990,30482,20149,644.3143,,23.4,13.2,6.2,0.0,0.0,0.0,0.0,0.0,
1991,30811,20328,635.4714,,30.6,14.8,6.8,0.0,0.0,0.0,0.0,0.0,
1992,31094,20433,626.6285,,37.8,16.4,7.4,0.0,0.0,0.0,0.0,0.0,
1993,31990,21082,617.7857,,45.0,18.0,8.0,0.0,0.0,0.0,5.0,0.0,
1994,32669,21524,608.9429,,60.0,22.5,8.6,0.0,0.0,0.0,0.0,0.0,
1995,33655,22258,600.1,,50.0,27.0,9.2,0.0,0.0,0.0,0.0,0.0,
1996,34738,23081,591.2571,,66.0,31.5,9.8,0.0,0.0,0.0,0.0,0.0,
1997,35865,23921,582.4142,,69.0,36.0,10.4,0.0,0.0,0.0,0.0,0.0,
1998,37066,24830,573.5714,,57.0,42.0,11.0,0.0,0.0,0.0,0.0,0.0,
1999,38239,25647,677.8571,,66.0,34.0,21.0,0.0,0.0,0.0,0.0,0.0,
2000,40211,27056,877.7381,1860.0,69.0,37.33333,20.0,0.0,0.0,0.0,0.0,0.0,46.0
2001,41100,27842,1077.619,1860.0,72.0,40.66667,19.0,0.0,0.0,0.0,0.0,0.0,54.0
2002,42377,28779,1277.5,1860.0,75.0,44.0,18.0,0.0,0.0,0.0,0.0,0.0,60.0
2003,43379,29429,1477.381,1860.0,78.0,47.33333,17.0,0.0,0.0,0.0,0.0,0.0,60.0
2004,45001,30523,1677.2620000000002,1849.0,81.0,50.66667,16.0,0.0,0.0,0.0,0.0,0.0,83.0
2005,46684,31687,1877.1429999999998,1837.0,84.0,54.0,15.0,0.0,0.0,0.0,0.0,0.0,74.0
2006,48850,33128,1873.875,2290.0,90.375,60.125,15.0,0.0,0.0,0.0,0.0,0.0,103.0
2007,50920,34528,1870.6070000000002,1999.0,96.75,66.25,15.0,0.0,0.0,0.0,0.0,0.0,114.0
2008,52772,35705,1867.339,2095.0,103.125,72.375,15.0,0.0,0.0,0.0,0.0,0.0,108.0
2009,54197,36438,1864.0720000000001,2051.0,109.5,78.5,15.0,0.0,0.0,0.0,0.0,0.0,115.0
2010,55675,37420,1860.8039999999999,2007.0,115.875,84.625,15.0,0.0,0.0,0.0,0.0,0.0,128.0
2011,56049,37664,1857.536,1963.0,122.25,90.75,15.0,0.0,0.0,0.0,0.0,0.0,122.0
2012,57308,38492,1854.2679999999998,1966.0,128.625,96.875,15.0,0.0,0.0,0.0,0.0,0.0,164.0
2013,58083,38875,1851.0,1851.0,135.0,103.0,15.0,0.0,0.0,0.0,0.0,0.0,135.0
2014,59095,39463,1851.0,,135.0,103.0,15.0,0.0,0.0,0.0,0.0,0.0,
2015,60060,40082,1851.0,,135.0,103.0,15.0,0.0,0.0,0.0,0.0,0.0,
2016,60827,40455,,,,,,,,,,,
