year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,12945,7458,0.0,,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,12958,7444,0.0,,3.375,2.375,0.0,0.0,0.0,0.0,0.0,0.0,
1972,13174,7601,0.0,,3.75,2.75,0.0,0.0,0.0,0.0,0.0,0.0,
1973,13294,7681,0.0,,4.125,3.125,0.0,0.0,0.0,0.0,0.0,0.0,
1974,13478,7817,0.0,,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,13548,7886,0.0,,4.875,3.875,0.0,0.0,0.0,0.0,0.0,0.0,
1976,13505,7858,0.0,,5.25,4.25,0.0,0.0,0.0,0.0,0.0,0.0,
1977,13618,7936,0.0,,5.625,4.625,0.0,0.0,0.0,0.0,0.0,0.0,
1978,13782,8015,834.2857,,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
1979,13814,8043,833.8286,,8.4,5.2,0.0,0.0,0.0,0.0,0.0,0.0,
1980,13838,8053,833.3714,,10.8,5.4,0.0,0.0,0.0,0.0,0.0,0.0,
1981,13862,8093,832.9143,,13.2,5.6,0.0,0.0,0.0,0.0,0.0,0.0,
1982,14176,8306,832.4572,,15.6,5.8,0.0,0.0,0.0,0.0,0.0,0.0,
1983,14170,8314,832.0,,18.0,6.0,5.0,0.0,2.0,0.0,0.0,0.0,
1984,14200,8347,736.8,,20.8,8.2,5.2,0.0,0.0,0.0,0.0,0.0,
1985,14205,8367,641.6,,23.6,10.4,5.4,0.0,0.0,0.0,0.0,0.0,
1986,14387,8527,546.4,,26.4,12.6,5.6,0.0,0.0,0.0,0.0,0.0,
1987,14424,8590,451.2,,29.2,14.8,5.8,0.0,0.0,0.0,0.0,0.0,
1988,14260,8526,356.0,,32.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,
1989,14204,8515,362.6639,,31.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,
1990,14016,8503,369.3277,,30.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,
1991,13939,8414,375.9916,,29.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,
1992,13943,8395,382.6555,,28.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,
1993,13969,8442,389.3193,,27.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,
1994,14108,8585,395.9832,,28.33333,23.58333,0.0,0.0,0.0,0.0,0.0,0.0,
1995,14196,8720,402.6471,,29.66667,23.16667,0.0,0.0,0.0,0.0,0.0,0.0,
1996,14144,8728,409.3109,,31.0,22.75,0.0,0.0,0.0,0.0,0.0,0.0,
1997,14145,8777,415.9748,,32.33333,22.33333,0.0,0.0,0.0,0.0,0.0,0.0,
1998,14091,8838,422.6386,,33.66667,21.91667,0.0,0.0,0.0,0.0,0.0,0.0,
1999,14142,8907,429.3025,,35.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,
2000,13853,8733,435.9664,425.0,33.0,21.08333,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2001,13630,8639,442.6302,425.0,31.0,20.66667,0.0,0.0,0.0,0.0,0.0,0.0,29.0
2002,13413,8571,449.2941,425.0,29.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,28.0
2003,13234,8555,455.958,425.0,27.0,19.83333,0.0,0.0,0.0,0.0,0.0,0.0,28.0
2004,12932,8410,462.6218,325.0,25.0,19.41667,0.0,0.0,0.0,0.0,0.0,0.0,62.0
2005,12859,8354,469.2857,325.0,23.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
2006,12928,8379,469.2857,184.0,23.75,19.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
2007,12749,8291,469.2857,42.0,24.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
2008,12636,8220,469.2857,210.0,25.25,19.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
2009,12553,8119,469.2857,377.0,26.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
2010,12480,8064,469.2857,544.0,26.75,19.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
2011,12471,8037,469.2857,712.0,27.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2012,12169,7843,469.2857,715.0,28.25,19.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
2013,12074,7789,469.2857,714.0,29.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
2014,11953,7662,469.2857,,29.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015,11822,7485,469.2857,,29.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016,11640,7304,,,,,,,,,,,
