year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,44552,27367,0.0,,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,47051,29150,0.0,,14.25,6.5,0.0,0.0,0.0,0.0,0.0,0.0,
1972,49147,30766,0.0,,15.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,
1973,52266,33092,0.0,,16.75,5.5,0.0,0.0,0.0,0.0,0.0,0.0,
1974,56428,36090,0.0,,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
1975,58147,37384,0.0,,19.25,4.5,0.0,0.0,0.0,0.0,0.0,0.0,
1976,59502,38065,0.0,,20.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,
1977,61362,39553,0.0,,21.75,3.5,0.0,0.0,0.0,0.0,0.0,0.0,
1978,64367,41801,1772.8570000000002,,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
1979,67016,43774,1826.286,,25.4,5.6,0.0,0.0,0.0,0.0,0.0,0.0,
1980,69841,45939,1879.714,,27.8,8.2,0.0,0.0,0.0,0.0,0.0,0.0,
1981,71360,47133,1933.1429999999998,,30.2,10.8,0.0,0.0,0.0,0.0,0.0,0.0,
1982,72719,48183,1986.5710000000001,,32.6,13.4,0.0,0.0,0.0,0.0,0.0,0.0,
1983,74925,49734,2040.0,,35.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,
1984,75099,49987,1891.5,,39.5,8.5,17.8,0.0,0.0,0.0,0.0,0.0,
1985,78487,52372,1743.0,,44.0,1.0,18.6,0.0,0.0,0.0,0.0,0.0,
1986,80482,53984,1630.0,,40.0,15.0,19.4,0.0,0.0,0.0,0.0,0.0,
1987,82697,55730,1642.0,,50.0,26.0,20.2,0.0,0.0,0.0,0.0,0.0,
1988,83846,56694,2000.0,,60.0,34.0,21.0,0.0,0.0,0.0,0.0,0.0,
1989,85713,58096,2168.9610000000002,,61.0,34.4,19.4,0.0,0.0,0.0,0.0,0.0,
1990,87667,59989,2337.922,,62.0,34.8,17.8,0.0,0.0,0.0,0.0,0.0,
1991,89524,61090,2506.883,,63.0,35.2,16.2,0.0,0.0,0.0,0.0,0.0,
1992,91936,62601,2675.844,,64.0,35.6,14.6,0.0,0.0,0.0,0.0,0.0,
1993,93625,63746,2844.805,,65.0,36.0,13.0,0.0,6.0,0.0,0.0,0.0,
1994,96404,65618,3013.7659999999996,,82.5,54.833330000000004,16.16667,0.0,8.833333,0.0,0.0,0.0,
1995,99451,67945,3182.7270000000003,,100.0,73.66666,19.33333,0.0,11.66667,0.0,0.0,0.0,
1996,104133,71734,3351.688,,117.5,92.5,22.5,0.0,14.5,0.0,0.0,0.0,
1997,107284,73972,3520.6490000000003,,135.0,111.3333,25.66667,0.0,17.33333,0.0,0.0,0.0,
1998,110060,76087,3689.61,,152.5,130.1667,28.83333,0.0,20.16667,0.0,0.0,0.0,
1999,112881,78071,3858.571,,170.0,149.0,32.0,0.0,23.0,0.0,0.0,0.0,
2000,116255,80525,4033.745,4632.0,191.6667,172.0,27.83333,0.0,25.0,0.0,0.0,0.0,132.0
2001,118774,82115,4208.918,5468.0,213.3333,195.0,23.66667,0.0,27.0,0.0,0.0,0.0,250.0
2002,120937,83434,4384.092000000001,6350.0,235.0,218.0,19.5,0.0,29.0,0.0,0.0,0.0,260.0
2003,123796,85304,4559.265,6505.0,256.6667,241.0,15.333329999999998,0.0,31.0,0.0,0.0,0.0,202.0
2004,127232,87430,4734.438,6876.0,278.3333,264.0,11.16667,0.0,33.0,0.0,0.0,0.0,292.0
2005,130354,89539,4909.612,6435.0,300.0,287.0,7.0,0.0,35.0,0.0,0.0,0.0,297.0
2006,134132,91613,5084.786,5041.0,307.5,293.0,9.875,0.0,30.75,0.0,0.0,0.0,314.0
2007,136694,93255,5259.959,5614.0,315.0,299.0,12.75,0.0,26.5,0.0,0.0,0.0,331.0
2008,139136,94428,5435.133000000001,5421.0,322.5,305.0,15.625,0.0,22.25,0.0,0.0,0.0,351.0
2009,140634,95133,5610.306,6096.0,330.0,311.0,18.5,0.0,18.0,0.0,0.0,0.0,360.0
2010,142061,96048,5785.479,6735.0,337.5,317.0,21.375,0.0,13.75,0.0,0.0,0.0,422.0
2011,142520,96365,5960.653,6742.0,345.0,323.0,24.25,0.0,9.5,0.0,0.0,0.0,408.0
2012,144147,97170,6135.826999999999,5180.0,352.5,329.0,27.125,0.0,5.25,0.0,0.0,0.0,375.0
2013,145784,97498,6311.0,6311.0,360.0,335.0,30.0,2.0,1.0,1.0,6.0,4.0,360.0
2014,147291,98243,5905.5,,398.5,350.0,32.0,3.0,10.0,2.5,3.5,0.0,
2015,148406,98506,5500.0,,437.0,365.0,34.0,4.0,19.0,4.0,1.0,0.0,
2016,149374,98795,,,,,,,,,,,
