year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,70672,39123,0.0,,106.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,71034,39480,0.0,,104.5,32.625,0.0,0.0,0.0,0.0,0.0,0.0,
1972,71506,40039,0.0,,103.0,32.25,0.0,0.0,0.0,0.0,0.0,0.0,
1973,72228,40753,0.0,,101.5,31.875,0.0,0.0,0.0,0.0,0.0,0.0,
1974,72610,41256,0.0,,100.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,73219,41858,0.0,,98.5,31.125,0.0,0.0,0.0,0.0,0.0,0.0,
1976,73797,42569,0.0,,97.0,30.75,0.0,0.0,0.0,0.0,0.0,0.0,
1977,73206,42341,0.0,,95.5,30.375,0.0,0.0,0.0,0.0,0.0,0.0,
1978,73060,42423,4640.714,,94.0,30.0,46.0,0.0,1.0,0.0,0.0,0.0,
1979,73214,42648,4657.771,,94.8,32.8,44.6,0.0,1.857143,0.0,0.0,0.0,
1980,72250,42129,4674.829000000001,,95.6,35.6,43.2,0.0,2.714286,0.0,0.0,0.0,
1981,72176,42206,4691.8859999999995,,96.4,38.4,41.8,0.0,3.571429,0.0,0.0,0.0,
1982,72632,42532,4708.943,,97.2,41.2,40.4,0.0,4.428571,0.0,0.0,0.0,
1983,71773,42039,4726.0,,98.0,44.0,39.0,0.0,5.285714,0.0,0.0,0.0,
1984,71753,42087,4576.0,,106.0,47.4,42.2,0.0,6.142857,0.0,0.0,0.0,
1985,71695,42081,4426.0,,114.0,50.8,45.4,0.0,7.0,0.0,0.0,0.0,
1986,71106,41947,4276.0,,122.0,54.2,48.6,0.0,7.857142999999999,0.0,0.0,0.0,
1987,70800,41947,4126.0,,130.0,57.6,51.8,0.0,8.714286,0.0,0.0,0.0,
1988,69811,41487,3976.0,,138.0,61.0,55.0,0.0,9.571428,0.0,0.0,0.0,
1989,68388,40697,1566.0,,87.0,34.0,57.90909,0.0,10.42857,0.0,0.0,0.0,
1990,67826,40828,1471.0,,86.0,25.0,60.818180000000005,0.0,11.28571,0.0,0.0,0.0,
1991,67333,40542,1651.0,,75.0,32.0,63.72727,0.0,12.14286,0.0,0.0,0.0,
1992,66471,39989,2037.75,,85.0,38.0,66.63636,0.0,13.0,0.0,0.0,0.0,
1993,66323,40111,2424.5,,178.0,93.0,69.54545999999999,0.0,13.85714,0.0,4.0,0.0,
1994,66336,40346,2811.25,,174.6667,96.33334,72.45454000000001,0.0,14.71429,0.0,0.0,0.0,
1995,66024,40404,3198.0,,171.3333,99.66666,75.36364,0.0,15.57143,0.0,0.0,0.0,
1996,65491,40375,3584.75,,168.0,103.0,78.27273000000001,0.0,16.42857,0.0,0.0,0.0,
1997,65077,40355,3971.5,,164.6667,106.3333,81.18182,0.0,17.28572,0.0,0.0,0.0,
1998,64604,40319,4358.25,,161.3333,109.6667,84.09091,0.0,18.14286,0.0,0.0,0.0,
1999,63714,39850,4745.0,,158.0,113.0,87.0,0.0,19.0,0.0,0.0,0.0,
2000,62657,39337,4440.833,5957.0,158.0,109.3333,73.16666,0.0,0.0,0.0,0.0,0.0,155.0
2001,61221,38499,4136.667,5509.0,158.0,105.6667,59.333330000000004,0.0,0.0,0.0,0.0,0.0,137.0
2002,59570,37689,3832.5,5403.0,158.0,102.0,45.5,0.0,0.0,0.0,0.0,0.0,145.0
2003,58072,36853,3528.333,5149.0,158.0,98.33334,31.66667,0.0,0.0,0.0,0.0,0.0,158.0
2004,56802,36187,3224.167,3850.0,158.0,94.66666,17.83333,0.0,0.0,0.0,0.0,0.0,148.0
2005,55872,35802,2920.0,3819.0,158.0,91.0,4.0,0.0,0.0,0.0,0.0,0.0,157.0
2006,54325,34951,2835.2,3844.0,177.9,94.7,26.1,0.0,0.0,0.0,0.0,0.0,143.0
2007,53069,34192,2750.4,4431.0,197.8,98.4,48.2,0.0,0.0,0.0,0.0,0.0,149.0
2008,52236,33731,2665.6,4533.0,217.7,102.1,70.3,0.0,0.0,0.0,0.0,0.0,160.0
2009,51565,33384,2580.8,4483.0,237.6,105.8,92.4,0.0,0.0,0.0,0.0,0.0,153.0
2010,51135,33215,2496.0,4376.0,257.5,109.5,114.5,0.0,0.0,0.0,0.0,0.0,141.0
2011,51095,33195,2411.2,4360.0,277.4,113.2,136.6,0.0,0.0,0.0,0.0,0.0,180.0
2012,50442,32722,2326.4,4552.0,297.3,116.9,158.7,0.0,0.0,0.0,0.0,0.0,313.0
2013,50012,32348,2241.6,4552.0,317.2,120.6,180.8,0.0,0.0,0.0,0.0,0.0,313.0
2014,49651,32123,2156.8,,337.1,124.3,202.9,0.0,0.0,0.0,0.0,0.0,
2015,48997,31512,2072.0,,357.0,128.0,225.0,0.0,0.0,0.0,0.0,0.0,
2016,47952,30724,,,,,,,,,,,
