year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,135698,85552,0.0,,161.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,140190,89236,0.0,,164.125,141.5,0.0,0.0,0.0,0.0,0.0,0.0,
1972,142292,91603,0.0,,167.25,130.0,0.0,0.0,0.0,0.0,0.0,0.0,
1973,148731,96842,0.0,,170.375,118.5,0.0,0.0,0.0,0.0,0.0,0.0,
1974,149906,97834,0.0,,173.5,107.0,0.0,0.0,0.0,0.0,0.0,0.0,
1975,149301,97568,0.0,,176.625,95.5,0.0,0.0,0.0,0.0,0.0,0.0,
1976,151819,99712,0.0,,179.75,84.0,0.0,0.0,0.0,0.0,0.0,0.0,
1977,154111,101379,0.0,,182.875,72.5,0.0,0.0,0.0,0.0,0.0,0.0,
1978,155420,102820,3858.572,,186.0,61.0,72.0,0.0,11.0,0.0,4.0,0.0,
1979,156799,104084,3998.4570000000003,,180.6,70.4,70.85714,0.0,26.85714,0.0,4.142857,0.0,
1980,158262,105495,4138.343,,175.2,79.8,69.71429,0.0,42.714290000000005,0.0,4.285714,0.0,
1981,160362,106833,4278.229,,169.8,89.2,68.57143,0.0,58.57143000000001,0.0,4.428571,0.0,
1982,163368,108676,4418.1140000000005,,164.4,98.6,67.42857,0.0,74.42857,0.0,4.571429,0.0,
1983,165877,110051,4558.0,,159.0,108.0,66.28571,0.0,90.28571,0.0,4.714286,0.0,
1984,166428,110225,5159.0,,175.0,115.0,65.14286,0.0,106.1429,0.0,4.857143,0.0,
1985,168762,111542,5760.0,,191.0,122.0,64.0,0.0,122.0,0.0,5.0,5.0,
1986,172579,114166,5940.0,,325.0,197.0,90.0,0.0,91.33334,0.0,12.0,12.0,
1987,171936,113750,5214.0,,359.0,163.0,76.0,0.0,60.666669999999996,0.0,33.0,32.0,
1988,167670,110838,9490.0,,412.0,99.0,67.0,0.0,30.0,0.0,58.0,49.0,
1989,166227,109691,8071.0,,443.0,131.0,160.0,0.0,24.2,0.0,58.0,44.75,
1990,165488,109930,8406.0,,459.0,136.0,164.0,0.0,18.4,0.0,44.0,40.5,
1991,166079,109550,10800.0,,560.0,274.0,69.0,0.0,12.6,0.0,64.5,36.25,
1992,170167,112403,10799.08,,653.0,429.0,88.0,0.0,6.8,0.0,85.0,32.0,
1993,174073,114906,10798.16,,715.0,250.0,107.0,0.0,1.0,0.0,70.0,29.41667,
1994,179168,118666,10797.25,,891.0,288.75,164.8,0.0,2.8,0.0,66.0,26.83333,
1995,181553,121048,10796.33,,862.0,327.5,222.6,0.0,4.6,0.0,62.0,24.25,
1996,182021,121253,10795.41,,996.0,366.25,280.4,0.0,6.4,0.0,58.0,21.66667,
1997,184219,122866,10794.49,,900.0,405.0,338.2,0.0,8.2,0.0,54.0,19.08333,
1998,186249,124777,10793.57,,930.0,599.0,396.0,0.0,10.0,0.0,50.0,16.5,
1999,188567,126611,10950.0,,1007.0,632.0,326.0,0.0,6.0,0.0,44.0,13.916670000000002,
2000,190071,127938,11315.0,12960.0,875.0,622.0,163.0,0.0,2.0,0.0,43.0,11.33333,700.0
2001,190922,128579,15173.57,12960.0,890.0,628.0,142.0,0.0,2.0,0.0,39.0,8.75,736.0
2002,192145,129559,15121.43,12960.0,875.0,560.0,82.0,0.0,189.0,0.0,34.0,6.1666669999999995,850.0
2003,191290,128760,13817.86,13467.0,880.0,694.0,145.0,0.0,2.0,0.0,40.0,3.583333,860.0
2004,195971,132427,16946.43,13760.0,1043.0,688.0,213.0,0.0,6.6666669999999995,0.0,46.0,1.0,935.0
2005,197784,133664,13452.86,13493.0,1145.0,896.0,147.0,0.0,11.33333,0.0,23.0,1.0,925.0
2006,174449,119304,27114.29,13400.0,800.0,888.0,79.0,5.0,16.0,6.0,61.0,20.0,815.0
2007,179054,122227,15017.14,5757.0,911.0,778.0,92.0,10.0,11.0,3.0,8.0,6.0,1089.0
2008,182735,124295,43800.0,8647.0,950.0,828.0,128.0,27.0,10.0,2.833333,3.0,8.75,890.0
2009,184930,125644,27348.93,11537.0,900.0,777.8,122.0,44.0,9.0,2.666667,7.6666669999999995,11.5,705.0
2010,187105,126867,10897.86,11537.0,900.0,727.6,116.0,61.0,8.0,2.5,12.33333,14.25,990.0
2011,187838,127281,14600.0,10911.0,962.0,677.4,110.0,78.0,7.0,2.333333,17.0,17.0,992.0
2012,190928,128699,9072.857,9648.0,849.0,627.2,73.0,52.33333,6.0,2.166667,10.5,10.5,804.0
2013,193447,129339,9400.0,9400.0,850.0,577.0,72.0,26.66667,5.0,2.0,4.0,4.0,850.0
2014,196051,130589,9229.286,,760.0,636.0,48.0,1.0,5.0,2.0,4.0,3.0,
2015,198218,131196,9871.0,,625.0,432.0,54.0,1.0,120.0,2.0,2.0,1.0,
2016,200521,132103,,,,,,,,,,,
