year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,37164,20292,0.0,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,37601,20682,0.0,,18.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1972,37166,20614,0.0,,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1973,36883,20642,0.0,,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1974,36048,20345,0.0,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1975,36057,20570,0.0,,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1976,35821,20634,0.0,,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1977,35348,20465,0.0,,25.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1978,35100,20430,782.1429,,27.0,13.0,14.0,0.0,1.0,0.0,0.0,0.0,
1979,34700,20298,694.9143,,25.8,12.6,12.2,0.0,0.0,0.0,0.0,0.0,
1980,34675,20428,607.6857,,24.6,12.2,10.4,0.0,0.0,0.0,0.0,0.0,
1981,34202,20247,520.4572,,23.4,11.8,8.6,0.0,0.0,0.0,0.0,0.0,
1982,35413,21031,433.2286,,22.2,11.4,6.8,0.0,0.0,0.0,0.0,0.0,
1983,35576,21169,346.0,,21.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,
1984,35393,21124,396.8,,24.0,14.0,5.2,0.0,0.0,0.0,0.0,0.0,
1985,35111,20997,447.6,,27.0,17.0,5.4,0.0,0.0,0.0,0.0,0.0,
1986,34949,21036,498.4,,30.0,20.0,5.6,0.0,0.0,0.0,0.0,0.0,
1987,34109,20636,549.2,,33.0,23.0,5.8,0.0,0.0,0.0,0.0,0.0,
1988,33761,20513,600.0,,36.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,
1989,33352,20306,564.4156,,35.0,27.0,8.0,0.0,0.0,0.0,0.0,0.0,
1990,35096,22492,528.8312,,34.0,28.0,10.0,0.0,0.0,0.0,0.0,0.0,
1991,35951,23316,493.2468,,33.0,29.0,12.0,0.0,0.0,0.0,0.0,0.0,
1992,36410,23730,457.6624,,32.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,
1993,36622,24143,422.0779,,31.0,31.0,16.0,0.0,0.0,0.0,0.0,0.0,
1994,36521,24255,386.4936,,36.83333,32.0,18.0,0.0,0.0,0.0,0.0,0.0,
1995,37054,24970,350.9091,,42.66667,33.0,20.0,0.0,0.0,0.0,0.0,0.0,
1996,36271,24393,315.3247,,48.5,34.0,22.0,0.0,0.0,0.0,0.0,0.0,
1997,35436,23825,279.7403,,54.333330000000004,35.0,24.0,0.0,0.0,0.0,0.0,0.0,
1998,34754,23409,244.1559,,60.166669999999996,36.0,26.0,0.0,0.0,0.0,0.0,0.0,
1999,34474,23279,208.5715,,66.0,37.0,28.0,0.0,0.0,0.0,0.0,0.0,
2000,34249,23265,304.1667,1692.0,63.833330000000004,37.33333,25.83333,0.0,0.0,0.0,0.0,0.0,75.0
2001,34042,23356,399.76199999999994,1692.0,61.666669999999996,37.66667,23.66667,0.0,0.0,0.0,0.0,0.0,78.0
2002,33676,23147,495.3572,1692.0,59.5,38.0,21.5,0.0,0.0,0.0,0.0,0.0,68.0
2003,33453,23318,590.9524,1692.0,57.333330000000004,38.33333,19.33333,0.0,0.0,0.0,0.0,0.0,68.0
2004,32349,22483,686.5477,1708.0,55.166669999999996,38.66667,17.16667,0.0,0.0,0.0,0.0,0.0,60.0
2005,31724,22095,782.1429,1410.0,53.0,39.0,15.0,0.0,0.0,0.0,0.0,0.0,65.0
2006,31464,21955,782.1429,1112.0,51.25,39.125,15.0,0.0,0.0,0.0,0.0,0.0,67.0
2007,31463,21991,782.1429,814.0,49.5,39.25,15.0,0.0,0.0,0.0,0.0,0.0,68.0
2008,30614,21383,782.1429,516.0,47.75,39.375,15.0,0.0,0.0,0.0,0.0,0.0,73.0
2009,29574,20608,782.1429,506.0,46.0,39.5,15.0,0.0,0.0,0.0,0.0,0.0,57.0
2010,29385,20425,782.1429,1379.0,44.25,39.625,15.0,0.0,0.0,0.0,0.0,0.0,56.0
2011,28983,20006,782.1429,812.0,42.5,39.75,15.0,0.0,0.0,0.0,0.0,0.0,61.0
2012,28515,19553,782.1429,1438.0,40.75,39.875,15.0,0.0,0.0,0.0,0.0,0.0,63.0
2013,28404,19502,782.1429,1438.0,39.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,44.0
2014,27906,19262,782.1429,,39.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,
2015,27398,18873,782.1429,,39.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,
2016,26902,18460,,,,,,,,,,,
