year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,10223,5678,0.0,,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,10220,5704,0.0,,2.923077,2.166667,0.0,0.0,0.0,0.0,0.0,0.0,
1972,10257,5755,0.0,,2.8461540000000003,2.333333,0.0,0.0,0.0,0.0,0.0,0.0,
1973,10427,5902,0.0,,2.769231,2.5,0.0,0.0,0.0,0.0,0.0,0.0,
1974,10404,5896,0.0,,2.692308,2.666667,0.0,0.0,0.0,0.0,0.0,0.0,
1975,10414,5915,0.0,,2.615385,2.833333,0.0,0.0,0.0,0.0,0.0,0.0,
1976,10799,6196,0.0,,2.538461,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
1977,10424,5972,0.0,,2.461539,3.166667,0.0,0.0,0.0,0.0,0.0,0.0,
1978,10262,5871,0.0,,2.384615,3.333333,0.0,0.0,0.0,0.0,0.0,0.0,
1979,10206,5848,0.0,,2.307692,3.5,0.0,0.0,0.0,0.0,0.0,0.0,
1980,10166,5838,0.0,,2.230769,3.666667,0.0,0.0,0.0,0.0,0.0,0.0,
1981,10300,5949,0.0,,2.1538459999999997,3.833333,0.0,0.0,0.0,0.0,0.0,0.0,
1982,10221,5928,0.0,,2.076923,4.0,0.0,0.0,0.0,0.0,0.0,0.0,
1983,10451,6078,320.0,,2.0,4.1666669999999995,0.0,0.0,0.0,0.0,0.0,0.0,
1984,10412,6076,320.0,,2.4,4.3333330000000005,0.0,0.0,0.0,0.0,0.0,0.0,
1985,10377,6075,320.0,,2.8,4.5,0.0,0.0,0.0,0.0,0.0,0.0,
1986,10446,6160,320.0,,3.2,4.6666669999999995,0.0,0.0,0.0,0.0,0.0,0.0,
1987,10763,6388,320.0,,3.6,4.8333330000000005,0.0,0.0,0.0,0.0,0.0,0.0,
1988,10422,6218,320.0,,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
1989,10381,6222,333.5714,,4.8,5.363636,0.0,0.0,0.0,0.0,0.0,0.0,
1990,10334,6269,347.1429,,5.6,5.727273,0.0,0.0,0.0,0.0,0.0,0.0,
1991,10326,6290,360.7143,,6.4,6.090909,0.0,0.0,0.0,0.0,0.0,0.0,
1992,10198,6217,374.2857,,7.2,6.4545449999999995,0.0,0.0,0.0,0.0,0.0,0.0,
1993,10305,6338,387.8571,,8.0,6.818182000000001,0.0,0.0,0.0,0.0,0.0,0.0,
1994,10292,6370,401.4286,,9.833333,7.181817999999999,0.0,0.0,0.0,0.0,0.0,0.0,
1995,10438,6552,415.0,,11.66667,7.5454550000000005,0.0,0.0,0.0,0.0,0.0,0.0,
1996,10469,6619,428.5714,,13.5,7.909091,0.0,0.0,0.0,0.0,0.0,0.0,
1997,10457,6649,442.1429,,15.333329999999998,8.272727,0.0,0.0,0.0,0.0,0.0,0.0,
1998,10606,6780,455.7143,,17.16667,8.636364,0.0,0.0,0.0,0.0,0.0,0.0,
1999,10533,6747,469.2857,,19.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,
2000,10443,6709,542.2857,856.0,79.25,10.0,73.75,0.0,0.0,0.0,0.0,0.0,211.0
2001,10712,6906,615.2857,856.0,139.5,11.0,136.5,0.0,0.0,0.0,0.0,0.0,242.0
2002,10635,6870,688.2857,664.0,199.75,12.0,199.25,0.0,0.0,0.0,0.0,0.0,406.0
2003,10623,6831,761.2857,1475.0,260.0,13.0,262.0,0.0,0.0,0.0,0.0,0.0,536.0
2004,10648,6827,834.2857,1761.0,280.0,14.0,250.0,1.0,0.0,0.0,0.0,0.0,542.0
2005,10551,6754,782.1428,751.0,278.0,14.0,265.0,0.0,0.0,0.0,0.0,0.0,335.0
2006,10533,6772,208.5714,832.0,275.0,19.5,280.0,0.0,0.0,0.0,0.0,0.0,319.0
2007,10486,6774,521.4285,976.0,290.0,25.0,280.0,0.0,0.0,0.0,0.0,0.0,321.0
2008,10392,6697,834.2857,964.0,321.0,33.0,280.0,0.0,0.0,0.0,0.0,0.0,286.0
2009,10526,6838,1042.857,891.0,329.0,43.0,280.0,0.0,0.0,0.0,0.0,0.0,342.0
2010,10461,6813,573.5714,778.0,345.0,22.0,280.0,0.0,0.0,0.0,0.0,0.0,343.0
2011,10471,6838,573.5714,831.0,344.0,23.0,280.0,0.0,0.0,0.0,0.0,0.0,384.0
2012,10308,6747,886.4286,920.0,371.0,24.0,280.0,0.0,0.0,0.0,1.0,1.0,401.0
2013,10411,6802,1121.072,1253.0,403.0,39.0,280.0,0.0,0.0,0.0,1.0,0.0,421.0
2014,10317,6692,1355.714,,435.0,54.0,280.0,0.0,0.0,0.0,1.0,0.0,
2015,10248,6676,985.0,,359.0,32.0,280.0,0.0,0.0,0.0,1.0,0.0,
2016,10010,6492,,,,,,,,,,,
