year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,49500,26670,0.0,,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,49868,27009,0.0,,30.125,9.375,0.0,0.0,0.0,0.0,0.0,0.0,
1972,50344,27492,0.0,,37.25,11.75,0.0,0.0,0.0,0.0,0.0,0.0,
1973,49296,27063,0.0,,44.375,14.125,0.0,0.0,0.0,0.0,0.0,0.0,
1974,48914,27054,0.0,,51.5,16.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,48264,26847,0.0,,58.625,18.875,0.0,0.0,0.0,0.0,0.0,0.0,
1976,47507,26643,0.0,,65.75,21.25,0.0,0.0,0.0,0.0,0.0,0.0,
1977,47028,26543,0.0,,72.875,23.625,0.0,0.0,0.0,0.0,0.0,0.0,
1978,46666,26469,886.4286,,80.0,26.0,23.0,0.0,0.0,0.0,0.0,0.0,
1979,46128,26267,1688.743,,76.2,24.6,21.6,0.0,0.0,0.0,0.0,0.0,
1980,45837,26259,2491.0570000000002,,72.4,23.2,20.2,0.0,0.0,0.0,0.0,0.0,
1981,45540,26229,3293.3709999999996,,68.6,21.8,18.8,0.0,0.0,0.0,0.0,0.0,
1982,45209,26118,4095.6859999999997,,64.8,20.4,17.4,0.0,0.0,0.0,0.0,0.0,
1983,45041,26079,4898.0,,61.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,
1984,45097,26183,5334.0,,66.0,20.5,19.4,0.0,0.0,0.0,0.0,0.0,
1985,43931,25560,5770.0,,71.0,22.0,22.8,0.0,0.0,0.0,0.0,0.0,
1986,43385,25415,2016.0,,82.0,19.0,26.2,0.0,0.0,0.0,0.0,0.0,
1987,42169,24843,3895.0,,112.0,12.0,29.6,0.0,0.0,0.0,0.0,0.0,
1988,42318,25046,1430.0,,79.0,27.0,33.0,0.0,0.0,0.0,0.0,0.0,
1989,42112,24985,1437.4679999999998,,79.2,29.181820000000002,45.76471,0.0,0.0,0.0,0.0,0.0,
1990,41874,25217,1444.935,,79.4,31.363640000000004,58.52941,0.0,0.0,0.0,0.0,0.0,
1991,41754,25304,1452.4029999999998,,79.6,33.54546,71.29411999999999,0.0,0.0,0.0,0.0,0.0,
1992,41980,25505,1459.87,,79.8,35.727270000000004,84.05882,0.0,0.0,0.0,0.0,0.0,
1993,41875,25666,1467.338,,80.0,37.90909,96.82353,0.0,0.0,0.0,0.0,0.0,
1994,41963,26038,1474.805,,79.16666,40.09091,109.5882,0.0,0.0,0.0,0.0,0.0,
1995,42044,26368,1482.273,,78.33334,42.272729999999996,122.3529,0.0,0.0,0.0,0.0,0.0,
1996,41565,26338,1489.74,,77.5,44.45454,135.1176,0.0,0.0,0.0,0.0,0.0,
1997,41359,26418,1497.2079999999999,,76.66666,46.636359999999996,147.8824,0.0,0.0,0.0,0.0,0.0,
1998,41069,26431,1504.675,,75.83334,48.81818,160.6471,0.0,0.0,0.0,0.0,0.0,
1999,40854,26453,1512.1429999999998,,75.0,51.0,173.4118,0.0,0.0,0.0,0.0,0.0,
2000,40381,26294,1651.191,1957.0,120.0,60.5,186.1765,0.0,0.0,0.0,0.0,0.0,255.0
2001,39723,26069,1790.2379999999998,1957.0,165.0,70.0,198.9412,0.0,0.0,0.0,0.0,0.0,250.0
2002,38634,25506,1929.286,2573.0,210.0,79.5,211.7059,0.0,0.0,0.0,0.0,0.0,306.0
2003,38027,25312,2068.333,2573.0,255.0,89.0,224.4706,0.0,0.0,0.0,0.0,0.0,306.0
2004,37211,24879,2207.381,2576.0,300.0,98.5,237.2353,0.0,0.0,0.0,0.0,0.0,357.0
2005,36305,24441,2346.429,2578.0,345.0,108.0,250.0,0.0,0.0,0.0,6.0,0.0,383.0
2006,36102,24295,2361.125,2581.0,361.625,107.625,265.0,0.0,0.0,0.0,6.125,0.0,361.0
2007,35628,23869,2375.822,2583.0,378.25,107.25,280.0,0.0,0.0,0.0,6.25,0.0,439.0
2008,35032,23531,2390.518,2586.0,394.875,106.875,295.0,0.0,0.0,0.0,6.375,0.0,472.0
2009,34450,23067,2405.214,3289.0,411.5,106.5,310.0,0.0,0.0,0.0,6.5,0.0,239.0
2010,34148,22803,2419.911,2384.0,428.125,106.125,325.0,0.0,0.0,0.0,6.625,0.0,340.0
2011,34099,22752,2434.607,2384.0,444.75,105.75,340.0,0.0,0.0,0.0,6.75,0.0,340.0
2012,33794,22397,2449.304,2384.0,461.375,105.375,355.0,0.0,0.0,0.0,6.875,0.0,340.0
2013,33988,22410,2464.0,2384.0,478.0,105.0,370.0,0.0,105.0,0.0,7.0,0.0,340.0
2014,33974,22208,2213.5,,467.0,102.0,367.0,0.0,85.0,0.0,11.5,0.0,
2015,33803,22086,1963.0,,456.0,99.0,364.0,0.0,65.0,0.0,16.0,0.0,
2016,33251,21620,,,,,,,,,,,
