year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,18732,10554,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,19530,11182,0.0,,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1972,19678,11456,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1973,20195,11948,0.0,,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1974,20407,12203,0.0,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1975,20151,12143,0.0,,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1976,19754,12009,0.0,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1977,20013,12311,0.0,,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1978,20529,12776,260.7143,,10.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,
1979,20442,12799,260.5714,,9.4,5.0,2.933333,0.0,0.0,0.0,0.0,0.0,
1980,20157,12676,260.4286,,8.8,5.0,2.8666669999999996,0.0,0.0,0.0,0.0,0.0,
1981,20341,12817,260.2857,,8.2,5.0,2.8,0.0,0.0,0.0,0.0,0.0,
1982,20303,12801,260.1429,,7.6,5.0,2.733333,0.0,0.0,0.0,0.0,0.0,
1983,20488,12914,260.0,,7.0,5.0,2.666667,0.0,0.0,0.0,0.0,0.0,
1984,20600,12991,387.2,,8.6,5.4,2.6,0.0,0.0,0.0,0.0,0.0,
1985,20979,13237,514.4,,10.2,5.8,2.5333330000000003,0.0,0.0,0.0,0.0,0.0,
1986,21104,13366,641.6,,11.8,6.2,2.4666669999999997,0.0,0.0,0.0,0.0,0.0,
1987,21305,13537,768.8,,13.4,6.6,2.4,0.0,0.0,0.0,0.0,0.0,
1988,21373,13605,896.0,,15.0,7.0,2.333333,0.0,0.0,0.0,0.0,0.0,
1989,21425,13647,838.2468,,17.0,9.2,2.266667,0.0,0.0,0.0,0.0,0.0,
1990,21458,13799,780.4935,,19.0,11.4,2.2,0.0,0.0,0.0,0.0,0.0,
1991,21735,13984,722.7402,,21.0,13.6,2.1333330000000004,0.0,0.0,0.0,0.0,0.0,
1992,21943,14112,664.987,,23.0,15.8,2.066667,0.0,0.0,0.0,0.0,0.0,
1993,22170,14302,607.2338,,25.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,
1994,22521,14609,549.4805,,29.16667,19.66667,4.3333330000000005,0.0,0.0,0.0,0.0,0.0,
1995,23002,14966,491.7273,,33.33333,21.33333,6.6666669999999995,0.0,0.0,0.0,0.0,0.0,
1996,23480,15383,433.974,,37.5,23.0,9.0,0.0,0.0,0.0,0.0,0.0,
1997,24177,15888,376.2208,,41.66667,24.66667,11.33333,0.0,0.0,0.0,0.0,0.0,
1998,24660,16258,318.4675,,45.83333,26.33333,13.666670000000002,0.0,0.0,0.0,0.0,0.0,
1999,25127,16611,260.7143,,50.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,
2000,25477,16870,373.6905,975.0,52.33333,32.33333,14.333329999999998,0.0,0.0,0.0,0.0,0.0,42.0
2001,25653,17029,486.6667,1691.0,54.666669999999996,36.66667,12.66667,0.0,0.0,0.0,0.0,0.0,39.0
2002,25776,17184,599.6428,1541.0,57.0,41.0,11.0,0.0,0.0,0.0,0.0,0.0,48.0
2003,26134,17438,712.6189999999999,1520.0,59.333330000000004,45.33333,9.333333,0.0,0.0,0.0,0.0,0.0,45.0
2004,26599,17766,825.5952,1504.0,61.666669999999996,49.66667,7.6666669999999995,0.0,0.0,0.0,0.0,0.0,51.0
2005,26968,18019,938.5714,1347.0,64.0,54.0,6.0,0.0,6.0,0.0,0.0,0.0,62.0
2006,27473,18310,2085.714,2784.0,70.0,59.0,15.0,0.0,6.0,0.0,0.0,0.0,68.0
2007,27803,18508,990.7143,1419.0,57.0,39.0,20.0,0.0,6.0,0.0,0.0,0.0,72.0
2008,28222,18725,834.2857,1200.0,82.0,56.0,17.5,0.0,6.0,0.0,0.0,0.0,65.0
2009,28509,18865,677.8571,1384.0,75.0,36.0,15.0,0.0,6.0,0.0,0.0,0.0,75.0
2010,28882,19130,1564.286,1569.0,80.0,45.0,21.0,0.0,6.0,0.0,0.0,0.0,53.0
2011,28996,19218,1877.1429999999998,1701.0,79.0,55.0,44.0,0.0,6.0,0.0,0.0,0.0,60.0
2012,28745,18961,1668.5710000000001,1500.0,86.0,33.0,32.0,0.0,6.0,0.0,0.0,0.0,55.0
2013,28532,18701,1800.0,1800.0,87.0,61.0,20.0,0.0,6.0,0.0,0.0,0.0,87.0
2014,28355,18576,938.5714,,79.0,39.0,21.0,0.0,6.0,0.0,0.0,0.0,
2015,28246,18437,938.5714,,79.0,39.0,21.0,0.0,6.0,0.0,0.0,0.0,
2016,28379,18538,,,,,,,,,,,
