"JUN '06","JUN '05","JUN '04","JUN '03","JUN '02","TOTAL"
"7","11","10","10","5","87"
"2","8","4","8","6","74"
"0","3","6","6","5","37"
"7","3","9","2","3","48"
"0","0","0","1","1","6"
"2","5","2","0","1","32"
"0","3","7","3","2","25"
"3","3","4","2","5","47"
"202","390","409","401","409","4,508"
