date,MSP,MSP_TVC,CMCF,CMCF_TVC,YOU,SMCI,SMCI_TVC,county_jails,community_work_centers,REGIONAL_CORRECTIONAL_FACILITIES,PRIVATE_PRISONS,RESTITUTION_CENTERS,TRANSITIONAL_HOUSING,Governor's_Mansion,E-CODE
2002-04-27,5323,,2989,,,2058,,1606,1286,1986,3588,16,,6,
2002-04-28,5322,,2990,,,2057,,1606,1286,1985,3588,16,,6,
2002-04-29,5319,,2987,,,2057,,1606,1288,1986,3587,16,,6,
2002-04-30,5332,,3017,,,2053,,1583,1286,1978,3581,16,,6,
2002-05-01,5313,,2983,,,2070,,1622,1288,1970,3580,16,,6,
2002-05-02,5332,,2973,,,2066,,1645,1285,1968,3575,16,,6,
2002-05-03,5315,,2984,,,2080,,1650,1266,1967,3567,16,,6,
2002-05-04,5315,,2983,,,2081,,1287,1265,1966,3566,16,,6,
2002-05-05,5315,,2982,,,2080,,1652,1265,1966,3566,16,,6,
2002-05-06,5306,,3025,,,2071,,1625,1288,1962,3567,16,,5,
2002-05-07,5318,,3042,,,2064,,1640,1291,1960,3568,16,,5,
2002-05-08,5316,,3054,,,2062,,1648,1280,1957,3564,16,,5,
2002-05-09,5310,,3084,,,2070,,1635,1276,1954,3566,16,,5,
2002-05-10,5343,,2993,,,2044,,1675,1229,1966,3585,16,,6,
2002-05-11,5340,,2993,,,2043,,1676,1230,1965,3586,16,,6,
2002-05-12,5335,,2993,,,2043,,1676,1228,1965,3584,16,,6,
2002-05-13,5329,,3033,,,2028,,1670,1278,1958,3581,16,,6,
2002-05-14,5352,,2999,,,2020,,1691,1278,1971,3570,16,,6,
2002-05-15,5347,,2990,,,2032,,1696,1296,1988,3569,16,,6,
2002-05-16,5369,,2968,,,2025,,1728,1297,1989,3567,16,,6,
2002-05-17,5362,,2969,,,2068,,1712,1236,1983,3567,16,,5,
2002-05-18,5361,,2967,,,2067,,1714,1236,1982,3564,16,,5,
2002-05-19,5358,,2967,,,2066,,1714,1236,1982,3564,16,,5,
2002-05-20,5340,,2986,,,2021,,1714,1294,2034,3562,17,,6,
2002-05-21,5356,,2953,,,2036,,1752,1295,2029,3562,17,,6,
2002-05-22,5346,,2994,,,2032,,1738,1290,2024,3565,16,,6,
2002-05-23,5362,,2971,,,2031,,1771,1278,2028,3563,16,,6,
2002-05-24,5359,,2978,,,2047,,1771,1274,2033,3565,16,,6,
2002-05-25,5359,,2980,,,2046,,1755,1273,2033,3566,16,,6,
2002-05-26,5359,,2978,,,2046,,1755,1274,2033,3566,16,,6,
2002-05-27,5358,,2977,,,2044,,1755,1273,2033,3565,16,,6,
2002-05-28,5365,,2976,,,2040,,1759,1270,2035,3565,16,,6,
2002-05-29,5369,,2974,,,2064,,1775,1272,2030,3562,16,,6,
2002-05-30,5338,,2953,,,2062,,1775,1279,2027,3558,16,,6,
2002-05-31,5326,,2961,,,2049,,1751,1227,2035,3588,16,,6,
2002-06-01,5324,,2961,,,2047,,1749,1226,2033,3586,16,,6,
2002-06-02,5322,,2962,,,2044,,1749,1226,2033,3585,16,,6,
2002-06-03,5320,,2979,,,2063,,1742,1283,2030,3585,16,,6,
2002-06-04,5336,,2980,,,2058,,1731,1278,2028,3589,16,,6,
2002-06-05,5330,,2991,,,2074,,1729,1272,2040,3593,16,,6,
2002-06-06,5362,,3009,,,2062,,1644,1269,2037,3587,16,,6,
2002-06-07,5354,,2991,,,2079,,1737,1211,2039,3598,14,,6,
2002-06-08,5353,,2989,,,2078,,1738,1210,2038,3598,14,,6,
2002-06-09,5350,,2987,,,2076,,1737,1210,2038,3597,14,,6,
2002-06-10,5349,,2983,,,2069,,1765,1260,2037,3607,16,,6,
2002-06-11,5375,,2972,,,2058,,1771,1287,2034,3609,16,,6,
2002-06-12,5370,,2969,,,2064,,1790,1292,2034,3606,17,,6,
2002-06-13,5375,,2959,,,2062,,1823,1301,2038,3605,17,,6,
2002-06-14,5362,,2956,,,2044,,1858,1253,2044,3602,17,,6,
2002-06-15,5360,,2954,,,2044,,1861,1252,2043,3600,17,,6,
2002-06-16,5361,,2954,,,2044,,1861,1250,2042,3600,17,,6,
2002-06-17,5346,,2980,,,2026,,1876,1290,2041,3604,17,,6,
2002-06-18,5377,,2978,,,2023,,1889,1290,2038,3600,17,,6,
2002-06-19,5371,,2978,,,2039,,1900,1285,2037,3600,17,,6,
2002-06-20,5386,,2992,,,2027,,1875,1284,2040,3602,16,,6,
2002-06-21,5382,,2992,,,2042,,1852,1237,2046,3598,16,,6,
2002-06-22,5380,,2997,,,2041,,1851,1238,2046,3596,16,,6,
2002-06-23,5380,,2997,,,2039,,1851,1237,2045,3596,16,,6,
2002-06-24,5367,,2993,,,2029,,1862,1291,2047,3611,16,,6,
2002-06-25,5379,,3017,,,2026,,1843,1286,2048,3608,16,,6,
2002-06-26,5373,,3018,,,2048,,1821,1292,2049,3604,16,,6,
2002-06-27,5378,,3048,,,2050,,1779,1295,2045,3604,16,,6,
2002-06-28,5371,,3075,,,2034,,1776,1270,2048,3614,16,,6,
2002-06-29,5371,,3075,,,2032,,1774,1270,2048,3613,16,,6,
2002-06-30,5371,,3077,,,2031,,1774,1271,2047,3613,16,,6,
2002-08-01,5300,,2994,,,2052,,1879,1314,2014,3702,14,,6,
2002-08-02,5295,,3007,,,2051,,1867,1291,2013,3721,14,,6,
2002-08-03,5292,,3009,,,2047,,1867,1289,2012,3720,14,,6,
2002-08-04,5290,,3008,,,2045,,1867,1290,2011,3719,14,,6,
2002-08-05,5283,,2997,,,2019,,1913,1309,2015,3737,15,,6,
2002-08-06,5301,,2985,,,2008,,1904,1312,2017,3756,15,,6,
2002-08-07,5283,,2952,,,2028,,1918,1317,2018,3806,15,,6,
2002-08-08,5277,,2947,,,2041,,1900,1315,2016,3843,15,,6,
2002-08-09,5267,,2910,,,2033,,1886,1291,2022,3882,14,,6,
2002-08-10,5263,,2911,,,2031,,1886,1291,2021,3878,14,,6,
2002-08-11,5261,,2910,,,2030,,1886,1290,2020,3878,14,,6,
2002-08-12,5216,,2922,,,2045,,1888,1310,2016,3909,15,,6,
2002-08-13,5237,,2931,,,2042,,1875,1302,2019,3900,14,,6,
2002-08-14,5201,,2910,,,2035,,1892,1297,2017,3930,14,,6,
2002-08-15,5220,,2896,,,2050,,1899,1309,2010,3929,14,,6,
2002-08-16,5207,,2883,,,2047,,1912,1286,2011,3927,14,,6,
2002-08-17,5205,,2884,,,2047,,1912,1286,2011,3927,14,,6,
2002-08-18,5204,,2880,,,2047,,1912,1285,2011,3927,14,,6,
2002-08-19,5158,,2884,,,2052,,1903,1297,2011,3976,14,,6,
2002-08-20,5169,,2892,,,2046,,1907,1301,2012,3972,14,,6,
2002-08-21,5116,,2903,,,2052,,1914,1305,2016,3993,14,,6,
2002-08-22,5147,,2909,,,2049,,1904,1305,2015,3969,13,,6,
2002-08-23,5106,,2930,,,2025,,1896,1269,2013,4000,12,,6,
2002-08-24,5104,,2931,,,2024,,1896,1269,2012,4000,12,,6,
2002-08-25,5103,,2932,,,2024,,1896,1267,2013,3998,12,,6,
2002-08-26,5095,,2928,,,2007,,1935,1295,2006,3995,13,,6,
2002-08-27,5112,,2927,,,2001,,1939,1301,2013,3991,13,,6,
2002-08-28,5079,,2947,,,2002,,1946,1289,2010,4005,13,,5,
2002-08-29,5102,,2956,,,1989,,1936,1300,2010,3991,13,,5,
2002-08-30,5096,,2929,,,2010,,1938,1301,2011,4002,13,,5,
2002-08-31,5095,,2929,,,2010,,1938,1301,2011,4002,13,,5,
2002-09-01,5094,,2930,,,2006,,1938,1299,2012,4002,13,,5,
2002-09-02,5091,,2931,,,2006,,1940,1299,2011,4001,13,,5,
2002-09-03,5111,,2929,,,1999,,1921,1287,2009,3995,13,,5,
2002-09-04,5095,,2923,,,2000,,1951,1290,2011,3992,13,,5,
2002-09-05,5127,,2901,,,1992,,1941,1289,2011,3991,13,,5,
2002-09-06,5132,,2864,,,2015,,1954,1248,2013,3987,13,,5,
2002-09-07,5130,,2865,,,2015,,1954,1247,2015,3985,13,,5,
2002-09-08,5126,,2866,,,2014,,1954,1247,2015,3985,13,,5,
2002-09-09,5177,,2858,,,1999,,1973,1301,2010,3931,13,,5,
2002-09-10,5233,,2837,,,1998,,2009,1303,2009,3888,13,,5,
2002-09-11,5241,,2817,,,2020,,2030,1296,2013,3831,13,,5,
2002-09-12,5201,,2829,,,2027,,2009,1299,2015,3872,13,,5,
2002-09-13,5235,,2848,,,2022,,1988,1258,2013,3855,13,,4,
2002-09-14,5235,,2848,,,2022,,1988,1258,2012,3853,13,,4,
2002-09-15,5246,,2847,,,2021,,1988,1256,2012,3842,13,,4,
2002-09-16,5230,,2842,,,2041,,1973,1294,2016,3856,13,,5,
2002-09-17,5284,,2875,,,2026,,1953,1304,2012,3809,13,,5,
2002-09-18,5277,,2872,,,2076,,1929,1301,2011,3801,13,,5,
2002-09-19,5277,,2895,,,2071,,1898,1308,2013,3800,13,,5,
2002-09-20,5291,,2904,,,2066,,1880,1258,2017,3808,13,,5,
2002-09-21,5289,,2906,,,2066,,1880,1254,2017,3807,13,,5,
2002-09-22,5287,,2905,,,2065,,1880,1252,2016,3806,13,,5,
2002-09-23,5285,,2918,,,2064,,1860,1295,2018,3816,13,,5,
2002-09-24,5347,,2927,,,2046,,1860,1294,2016,3771,12,,5,
2002-09-25,5338,,2949,,,2040,,1849,1291,2054,3743,12,,5,
2002-09-26,5351,,2955,,,2034,,1853,1302,2060,3728,12,,5,
2002-09-27,5345,,2974,,,2040,,1845,1277,2094,3693,12,,5,
2002-09-28,5345,,2975,,,2038,,1845,1278,2093,3691,12,,5,
2002-09-29,5341,,2975,,,2038,,1845,1278,2093,3689,12,,5,
2002-09-30,5318,,2967,,,2033,,1879,1303,2121,3661,12,,5,
2002-10-01,5330,,2993,,,2031,,1894,1293,2145,3629,12,,5,
2002-10-02,5328,,3010,,,2027,,1866,1306,2169,3610,12,,5,
2002-10-03,5338,,3012,,,2032,,1853,1306,2198,3582,12,,5,
2002-10-04,5341,,3037,,,2030,,1836,1256,2228,3539,9,,5,
2002-10-05,5339,,3036,,,2028,,1836,1256,2226,3539,9,,5,
2002-10-06,5337,,3037,,,2029,,1836,1257,2226,3538,9,,5,
2002-10-07,5330,,3063,,,2030,,1814,1296,2305,3452,12,,5,
2002-10-08,5321,,3082,,,2028,,1807,1301,2333,3439,12,,5,
2002-10-09,5320,,3105,,,1982,,1813,1296,2397,3404,12,,5,
2002-10-10,5328,,3111,,,1947,,1804,1299,2428,3401,12,,5,
2002-10-11,5324,,3099,,,1967,,1775,1258,2422,3397,11,,5,
2002-10-12,5323,,3096,,,1967,,1775,1257,2420,3395,11,,5,
2002-10-13,5322,,3097,,,1967,,1775,1258,2420,3395,11,,5,
2002-10-14,5318,,3078,,,1998,,1767,1303,2428,3395,12,,5,
2002-10-15,5331,,3092,,,1956,,1767,1302,2468,3392,12,,5,
2002-10-16,5328,,3113,,,1954,,1793,1303,2473,3396,12,,5,
2002-10-17,5320,,3134,,,1942,,1805,1299,2492,3398,12,,5,
2002-10-18,5336,,3118,,,1980,,1802,1250,2491,3398,11,,5,
2002-10-19,5337,,3120,,,1978,,1802,1252,2491,3396,11,,5,
2002-10-20,5335,,3120,,,1978,,1802,1252,2491,3396,11,,5,
2002-10-21,5331,,3114,,,1992,,1815,1300,2486,3394,12,,5,
2002-10-22,5363,,3074,,,1985,,1862,1302,2483,3393,11,,5,
2002-10-23,5334,,3053,,,2018,,1871,1303,2484,3418,11,,5,
2002-10-24,5352,,3027,,,2033,,1896,1304,2487,3411,11,,5,
2002-10-25,5344,,3023,,,2040,,1908,1257,2496,3406,11,,5,
2002-10-26,5344,,3024,,,2040,,1908,1255,2496,3405,11,,5,
2002-10-27,5343,,3025,,,2040,,1908,1254,2493,3404,11,,5,
2002-10-28,5357,,3021,,,2027,,1928,1297,2485,3397,11,,5,
2002-10-29,5359,,3037,,,2043,,1913,1294,2485,3395,11,,5,
2002-10-30,5370,,3032,,,2042,,1934,1293,2485,3404,11,,5,
2002-10-31,5368,,3033,,,2040,,1943,1302,2487,3413,11,,5,
2002-11-01,5359,,3032,,,2016,,1966,1243,2493,3408,10,,5,
2002-11-02,5358,,3029,,,2015,,1966,1242,2493,3407,10,,5,
2002-11-03,5356,,3030,,,2015,,1966,1242,2492,3405,10,,5,
2002-11-04,5345,,3034,,,2034,,1957,1288,2491,3402,11,,5,
2002-11-05,5359,,3045,,,2035,,1943,1283,2497,3399,11,,5,
2002-11-06,5353,,3041,,,2055,,1940,1274,2496,3397,11,,5,
2002-11-07,5364,,3040,,,2054,,1966,1274,2492,3393,11,,5,
2002-11-08,5356,,3048,,,2055,,1990,1261,2491,3403,10,,4,
2002-11-09,5355,,3049,,,2052,,1990,1260,2491,3403,10,,4,
2002-11-10,5352,,3048,,,2052,,1990,1260,2491,3403,10,,4,
2002-11-11,5353,,3051,,,2049,,1989,1286,2488,3402,11,,5,
2002-11-12,5333,,3067,,,2037,,2026,1288,2493,3408,11,,5,
2002-11-13,5350,,3070,,,2041,,2052,1286,2485,3416,11,,5,
2002-11-14,5359,,3105,,,2036,,2036,1285,2489,3412,11,,5,
2002-11-15,5355,,3098,,,2039,,2034,1268,2494,3419,11,,4,
2002-11-16,5353,,3096,,,2038,,2034,1264,2493,3420,11,,4,
2002-11-17,5353,,3096,,,2037,,2034,1264,2491,3420,11,,4,
2002-11-18,5357,,3116,,,2035,,2040,1303,2489,3418,11,,5,
2002-11-19,5368,,3103,,,2052,,2058,1296,2485,3423,11,,5,
2002-11-20,5363,,3119,,,2064,,2038,1293,2484,3423,11,,5,
2002-11-21,5377,,3122,,,2061,,2031,1286,2486,3425,11,,5,
2002-11-22,5379,,3132,,,2075,,2012,1269,2489,3421,11,,4,
2002-11-23,5377,,3131,,,2074,,2012,1269,2489,3421,11,,4,
2002-11-24,5376,,3132,,,2074,,2012,1269,2489,3420,11,,4,
2002-11-25,5419,,3107,,,2073,,2017,1271,2483,3419,11,,5,
2002-11-26,5440,,3096,,,2080,,2052,1269,2482,3415,11,,5,
2002-11-27,5442,,3038,,,2075,,2049,1249,2479,3419,11,,6,
2002-11-28,5441,,3037,,,2074,,2049,1249,2479,3419,10,,6,
2002-11-29,5438,,3034,,,2074,,2049,1247,2479,3419,10,,6,
2002-11-30,5435,,3031,,,2074,,2049,1247,2479,3418,10,,6,
2003-01-01,5505,,3048,,,2109,,2008,1290,2492,3411,11,,6,
2003-01-02,5504,,3068,,,2125,,1993,1285,2495,3410,11,,6,
2003-01-03,5494,,3087,,,2112,,1964,1287,2495,3415,12,,6,
2003-01-04,5493,,3091,,,2112,,1964,1285,2493,3415,12,,6,
2003-01-05,5491,,3091,,,2112,,1964,1285,2492,3415,12,,6,
2003-01-06,5491,,3082,,,2119,,2004,1287,2488,3412,12,,6,
2003-01-07,5500,,3067,,,2114,,2030,1288,2485,3410,13,,6,
2003-01-08,5519,,3026,,,2132,,2036,1280,2476,3405,13,,6,
2003-01-09,5528,,3031,,,2126,,2026,1281,2488,3395,13,,6,
2003-01-10,5519,,3017,,,2136,,2030,1160,2490,3393,11,,5,
2003-01-11,5518,,3018,,,2135,,2030,1162,2489,3392,11,,5,
2003-01-12,5515,,3017,,,2132,,2030,1162,2488,3392,11,,5,
2003-01-13,5530,,3006,,,2121,,2028,1287,2485,3389,13,,6,
2003-01-14,5544,,3020,,,2119,,2010,1287,2483,3397,13,,6,
2003-01-15,5561,,3028,,,2117,,1991,1285,2487,3390,13,,6,
2003-01-16,5564,,3042,,,2106,,1954,1283,2484,3401,14,,6,
2003-01-17,5564,,3034,,,2128,,1949,1201,2481,3402,12,,6,
2003-01-18,5563,,3032,,,2125,,1949,1201,2480,3401,12,,6,
2003-01-19,5561,,3030,,,2125,,1949,1199,2480,3400,12,,6,
2003-01-20,5560,,3028,,,2124,,1948,1279,2478,3398,14,,6,
2003-01-21,5568,,3037,,,2118,,1919,1292,2475,3404,14,,6,
2003-01-22,5562,,3049,,,2142,,1919,1287,2478,3405,14,,6,
2003-01-23,5552,,3071,,,2131,,1914,1285,2481,3403,14,,6,
2003-01-24,5561,,3066,,,2132,,1897,1241,2485,3416,14,,6,
2003-01-25,5558,,3067,,,2132,,1897,1240,2483,3413,14,,6,
2003-01-26,5555,,3068,,,2132,,1897,1235,2481,3412,14,,6,
2003-01-27,5566,,3046,,,2114,,1928,1274,2474,3411,13,,6,
2003-01-28,5558,,3056,,,2106,,1949,1269,2474,3407,13,,6,
2003-01-29,5542,,3062,,,2082,,1982,1281,2482,3415,13,,6,
2003-01-30,5533,,3062,,,2085,,1999,1277,2478,3406,13,,6,
2003-01-31,5515,,3063,,,2073,,2024,1246,2477,3408,13,,6,
2003-02-01,5513,,3065,,,2072,,2024,1246,2474,3408,13,,6,
2003-02-02,5510,,3065,,,2072,,2024,1246,2473,3406,13,,6,
2003-02-03,5553,,3018,,,2101,,2002,1277,2477,3400,12,,6,
2003-02-04,5567,,3033,,,2101,,1971,1278,2485,3407,13,,6,
2003-02-05,5598,,3025,,,2095,,1972,1279,2482,3409,13,,6,
2003-02-06,5590,,3026,,,2114,,1982,1274,2482,3409,13,,6,
2003-02-07,5585,,3052,,,2113,,1955,1214,2482,3413,12,,6,
2003-02-08,5585,,3051,,,2113,,1955,1214,2482,3413,12,,6,
2003-02-09,5583,,3051,,,2113,,1955,1214,2481,3412,12,,6,
2003-02-10,5586,,3070,,,2097,,1984,1283,2483,3413,13,,6,
2003-02-12,5586,,3053,,,2086,,2038,1270,2486,3404,13,,6,
2003-02-13,5568,,3097,,,2102,,2068,1263,2481,3386,13,,6,
2003-02-14,5556,,3076,,,2063,,2106,1211,2488,3390,12,,6,
2003-02-15,5555,,3076,,,2062,,2106,1211,2486,3389,12,,6,
2003-02-16,5553,,3074,,,2061,,2106,1211,2484,3386,12,,6,
2003-02-17,5550,,3075,,,2061,,2111,1277,2483,3386,13,,6,
2003-02-18,5534,,3060,,,2083,,2133,1272,2483,3383,13,,6,
2003-02-19,5545,,3060,,,2090,,2164,1268,2484,3383,13,,6,
2003-02-20,5535,,3071,,,2108,,2157,1274,2484,3382,13,,6,
2003-02-21,5512,,3086,,,2110,,2133,1230,2479,3413,13,,6,
2003-02-22,5511,,3086,,,2109,,2133,1228,2477,3413,13,,6,
2003-02-23,5507,,3085,,,2109,,2133,1228,2477,3412,13,,6,
2003-02-24,5529,,3092,,,2103,,2136,1270,2482,3400,13,,6,
2003-02-25,5540,,3076,,,2128,,2126,1275,2482,3365,13,,6,
2003-02-26,5573,,3065,,,2123,,2119,1281,2481,3382,13,,6,
2003-02-27,5568,,3062,,,2151,,2127,1279,2476,3380,13,,6,
2003-02-28,5588,,3035,,,2163,,2133,1246,2481,3373,13,,6,
2003-03-01,5587,,3033,,,2162,,2133,1246,2480,3374,13,,6,
2003-03-02,5587,,3035,,,2163,,2133,1246,2478,3372,13,,6,
2003-03-03,5579,,3071,,,2147,,2115,1285,2475,3371,13,,6,
2003-03-04,5598,,3089,,,2160,,2089,1285,2474,3370,13,,6,
2003-03-05,5590,,3118,,,2159,,2077,1285,2475,3370,13,,6,
2003-03-06,5603,,3125,,,2151,,2077,1283,2476,3368,13,,6,
2003-03-07,5594,,3141,,,2157,,2065,1231,2483,3363,11,,5,
2003-03-08,5592,,3140,,,2158,,2065,1231,2483,3363,11,,5,
2003-03-09,5591,,3136,,,2157,,2065,1230,2482,3362,11,,5,
2003-03-10,5599,,3134,,,2154,,2103,1280,2482,3362,14,,6,
2003-03-11,5601,,3147,,,2155,,2095,1282,2485,3377,14,,6,
2003-03-12,5595,,3159,,,2177,,2093,1294,2484,3369,14,,6,
2003-03-13,5597,,3176,,,2175,,2069,1287,2482,3374,13,,6,
2003-03-14,5605,,3204,,,2166,,2046,1244,2483,3371,12,,5,
2003-03-15,5603,,3205,,,2166,,2046,1243,2482,3369,12,,5,
2003-03-16,5606,,3205,,,2165,,2046,1237,2482,3366,12,,5,
2003-03-17,5593,,3172,,,2173,,2051,1277,2483,3362,13,,6,
2003-03-18,5613,,3155,,,2164,,2085,1273,2485,3355,13,,6,
2003-03-19,5603,,3164,,,2172,,2079,1283,2487,3356,13,,6,
2003-03-20,5595,,3137,,,2164,,2113,1290,2483,3353,13,,6,
2003-03-21,5604,,3118,,,2140,,2146,1267,2481,3357,13,,5,
2003-03-22,5603,,3119,,,2138,,2146,1264,2480,3356,13,,5,
2003-03-23,5601,,3121,,,2136,,2146,1265,2480,3355,13,,5,
2003-03-24,5623,,3109,,,2130,,2137,1295,2483,3363,13,,6,
2003-03-25,5638,,3099,,,2126,,2112,1301,2482,3369,13,,6,
2003-03-26,5651,,3105,,,2130,,2109,1303,2482,3367,13,,6,
2003-03-27,5646,,3094,,,2144,,2097,1307,2484,3368,13,,6,
2003-03-28,5661,,3083,,,2139,,2097,1297,2487,3375,13,,6,
2003-03-29,5658,,3082,,,2139,,2097,1295,2487,3375,13,,6,
2003-03-30,5654,,3080,,,2137,,2097,1295,2485,3373,13,,6,
2003-03-31,5645,,3088,,,2155,,2098,1308,2486,3369,13,,6,
2003-04-01,5663,,3094,,,2152,,2083,1310,2482,3369,13,,6,
2003-04-02,5658,,3100,,,2163,,2077,1306,2484,3375,13,,6,
2003-04-03,5660,,3108,,,2168,,2063,1306,2483,3370,13,,6,
2003-04-04,5651,,3100,,,2172,,2061,1289,2501,3364,13,,6,
2003-04-05,5648,,3099,,,2173,,2061,1287,2499,3361,13,,6,
2003-04-06,5648,,3100,,,2172,,2061,1284,2498,3361,13,,6,
2003-04-07,5655,,3116,,,2160,,2078,1291,2500,3358,13,,6,
2003-04-08,5668,,3108,,,2175,,2066,1285,2495,3356,13,,6,
2003-04-09,5658,,3128,,,2171,,2061,1290,2494,3351,13,,6,
2003-04-10,5659,,3146,,,2166,,2067,1296,2486,3351,13,,6,
2003-04-11,5650,,3157,,,2137,,2055,1287,2534,3336,11,,5,
2003-04-12,5650,,3158,,,2135,,2055,1285,2534,3336,11,,5,
2003-04-13,5649,,3157,,,2134,,2055,1285,2532,3334,11,,5,
2003-04-14,5653,,3170,,,2125,,2048,1305,2536,3328,12,,6,
2003-04-15,5656,,3175,,,2144,,2056,1310,2526,3329,12,,6,
2003-04-16,5653,,3164,,,2145,,2086,1302,2525,3347,12,,6,
2003-04-17,5647,,3130,,,2149,,2111,1298,2544,3363,12,,6,
2003-04-18,5655,,3125,,,2148,,2114,1292,2550,3374,12,,6,
2003-04-19,5655,,3125,,,2148,,2114,1293,2548,3373,12,,6,
2003-04-20,5655,,3126,,,2147,,2114,1291,2548,3373,12,,6,
2003-04-21,5645,,3130,,,2149,,2107,1297,2560,3373,12,,6,
2003-04-22,5645,,3124,,,2166,,2093,1299,2561,3376,12,,6,
2003-04-23,5659,,3125,,,2163,,2090,1304,2570,3376,12,,6,
2003-04-24,5653,,3131,,,2178,,2095,1302,2574,3374,12,,6,
2003-04-25,5640,,3141,,,2120,,2122,1292,2585,3384,12,,5,
2003-04-26,5641,,3141,,,2119,,2122,1290,2583,3383,12,,5,
2003-04-27,5638,,3140,,,2119,,2122,1289,2581,3383,12,,5,
2003-04-28,5637,,3141,,,2114,,2129,1300,2581,3383,12,,6,
2003-04-29,5639,,3121,,,2126,,2126,1302,2583,3378,12,,6,
2003-04-30,5667,,3118,,,2110,,2112,1306,2579,3379,12,,6,
2003-05-01,5681,,3119,,,2134,,2108,1299,2585,3379,12,,6,
2003-05-02,5674,,3120,,,2156,,2088,1278,2577,3378,12,,6,
2003-05-03,5672,,3119,,,2156,,2088,1278,2575,3377,12,,6,
2003-05-04,5667,,3118,,,2155,,2088,1278,2574,3377,12,,6,
2003-05-05,5671,,3144,,,2145,,2068,1297,2573,3379,11,,6,
2003-05-06,5669,,3124,,,2162,,2095,1279,2568,3385,12,,6,
2003-05-07,5688,,3111,,,2146,,2096,1289,2573,3384,18,,6,
2003-05-08,5675,,3128,,,2145,,2083,1290,2574,3379,18,,6,
2003-05-09,5672,,3122,,,2147,,2062,1262,2578,3390,18,,5,
2003-05-10,5668,,3121,,,2146,,2062,1260,2576,3390,18,,5,
2003-05-11,5666,,3120,,,2143,,2062,1259,2576,3389,18,,5,
2003-05-12,5679,,3136,,,2139,,2040,1290,2565,3384,18,,6,
2003-05-13,5668,,3135,,,2151,,2062,1293,2565,3383,18,,6,
2003-05-14,5695,,3124,,,2148,,2048,1290,2572,3380,18,,6,
2003-05-15,5710,,3098,,,2143,,2049,1295,2579,3380,18,,6,
2003-05-16,5698,,3101,,,2159,,2040,1206,2581,3375,16,,6,
2003-05-17,5698,,3102,,,2158,,2040,1206,2581,3372,16,,6,
2003-05-18,5696,,3102,,,2157,,2040,1208,2581,3371,16,,6,
2003-05-19,5693,,3113,,,2158,,2030,1293,2577,3375,18,,6,
2003-05-20,5719,,3116,,,2149,,2035,1294,2581,3372,18,,6,
2003-05-21,5706,,3125,,,2163,,2040,1296,2584,3371,18,,6,
2003-05-22,5723,,3134,,,2158,,2051,1299,2583,3376,18,,6,
2003-05-23,5716,,3150,,,2152,,2063,1295,2585,3386,18,,6,1
2003-05-24,5716,,3149,,,2151,,2063,1294,2582,3385,18,,6,1
2003-05-25,5712,,3148,,,2150,,2065,1294,2577,3382,18,,6,3
2003-05-27,5725,,3165,,,2145,,2079,1295,2574,3374,18,,6,4
2003-05-29,5713,,3158,,,2165,,2094,1305,2577,3360,18,,6,6
2003-05-30,5692,,3167,,,2142,,2094,1232,2583,3376,18,,5,79
2003-05-31,5691,,3168,,,2142,,2094,1232,2583,3376,18,,5,77
2003-06-01,5689,,3164,,,2142,,2094,1232,2583,3375,18,,5,80
2003-06-02,5696,,3169,,,2128,,2082,1303,2584,3381,18,,6,8
2003-06-03,5715,,3147,,,2145,,2091,1294,2577,3379,18,,6,8
2003-06-04,5707,,3187,,,2141,,2089,1297,2573,3378,18,,6,5
2003-06-05,5705,,3187,,,2143,,2116,1299,2572,3371,18,,6,3
2003-06-06,5709,,3178,,,2145,,2140,1276,2578,3366,18,,6,43
2003-06-07,5709,,3177,,,2145,,2140,1276,2578,3366,18,,6,44
2003-06-08,5708,,3177,,,2144,,2140,1275,2576,3366,18,,6,44
2003-06-09,5706,,3165,,,2156,,2145,1315,2580,3379,20,,6,6
2003-06-10,5729,,3175,,,2146,,2124,1317,2584,3377,20,,6,4
2003-06-11,5712,,3171,,,2156,,2121,1327,2580,3374,19,,6,4
2003-06-12,5722,,3162,,,2156,,2115,1324,2582,3386,19,,6,4
2003-06-13,5704,,3173,,,2180,,2081,1270,2585,3378,18,,6,57
2003-06-15,5702,,3171,,,2178,,2081,1271,2585,3375,18,,6,57
2003-06-16,5715,,3178,,,2173,,2059,1339,2570,3369,18,,6,3
2003-06-17,5716,,3172,,,2181,,2062,1341,2575,3369,18,,6,3
2003-06-18,5719,,3169,,,2182,,2062,1351,2577,3368,18,,6,7
2003-06-19,5712,,3159,,,2203,,2072,1359,2574,3379,18,,6,12
2003-06-20,5698,,3156,,,2196,,2086,1355,2579,3377,18,,6,45
2003-06-21,5696,,3156,,,2195,,2086,1352,2578,3376,18,,6,45
2003-06-22,5696,,3157,,,2195,,2086,1354,2577,3376,18,,6,44
2003-06-23,5688,,3157,,,2192,,2097,1409,2574,3373,18,,6,9
2003-06-24,5681,,3167,,,2183,,2087,1404,2583,3376,18,,6,11
2003-06-25,5706,,3162,,,2186,,2052,1403,2581,3381,18,,6,11
2003-06-26,5699,,3164,,,2179,,2060,1419,2582,3382,18,,6,11
2003-06-27,5695,,3171,,,2174,,2037,1388,2582,3383,18,,6,50
2003-06-28,5692,,3173,,,2171,,2037,1388,2582,3383,18,,6,49
2003-06-29,5692,,3173,,,2171,,2037,1386,2582,3383,18,,6,49
