date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,665","3,204","1,638","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,972",972,"1,000","1,000",0,"1,000","1,000",16,6,6,4,6,0,"22,964"
1-May-08,"4,170","3,749","3,115","2,033","1,794",91,100,92,99,95,98,102,98,100,90,91,93,249,102,97,101,96,"3,084",294,280,280,280,274,278,280,280,280,279,279,"4,812",971,895,"1,000",0,963,983,11,4,4,3,6,3,"22,777"
2-May-08,"4,172","3,753","3,082","2,033","1,808",90,101,91,102,100,101,102,102,98,89,89,92,247,101,102,100,101,"3,086",293,280,280,280,274,280,280,280,280,280,279,"4,802",969,895,998,0,957,983,11,4,4,3,6,21,"22,774"
3-May-08,"4,170","3,750","3,082","2,033","1,804",90,101,91,102,100,101,102,102,98,89,89,91,246,101,101,100,100,"3,083",291,280,280,280,274,280,280,279,280,280,279,"4,802",969,895,998,0,957,983,11,4,4,3,6,22,"22,763"
4-May-08,"4,168","3,749","3,081","2,033","1,805",90,101,91,102,100,101,102,102,98,89,89,92,246,101,101,100,100,"3,083",291,280,280,280,274,280,280,279,280,280,279,"4,798",968,895,998,0,956,981,11,4,4,3,6,22,"22,756"
5-May-08,"4,163","3,755","3,098","2,018","1,821",90,100,94,102,102,101,102,102,102,92,91,93,250,102,101,100,97,"3,081",290,280,279,280,273,279,280,280,280,280,280,"4,792",969,895,999,0,950,979,11,4,4,3,6,5,"22,750"
6-May-08,"4,162","3,725","3,121","2,037","1,816",90,101,92,101,101,100,102,102,102,91,91,93,249,100,101,101,99,"3,081",292,280,278,280,274,279,280,280,280,279,279,"4,804",972,895,998,0,955,984,11,4,4,3,6,4,"22,767"
7-May-08,"4,174","3,710","3,113","2,065","1,809",88,101,93,99,99,99,102,101,100,91,90,93,249,100,101,101,102,"3,082",292,280,279,280,274,280,280,279,280,279,279,"4,812",972,895,"1,000",0,958,987,11,4,4,3,6,4,"22,786"
8-May-08,"4,162","3,731","3,125","2,065","1,797",92,102,90,98,97,95,101,102,96,92,89,92,249,100,102,98,102,"3,081",294,280,280,280,274,280,280,275,280,278,280,"4,811",972,895,"1,000",0,958,986,11,4,4,3,6,5,"22,794"
9-May-08,"4,166","3,743","3,138","2,043","1,773",87,102,90,98,96,96,100,98,95,92,87,92,244,99,100,99,98,"3,087",294,280,280,280,274,280,280,280,280,279,280,"4,806",969,897,999,0,956,985,10,4,4,2,6,23,"22,795"
