Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,425","3,084","1,597","1,816",92,102,96,102,102,102,102,102,102,92,93,93,228,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,972",972,"1,000","1,000",0,"1,000","1,000",16,6,6,4,6,,"22,531"
1-Oct-07,"4,435","3,487","2,797","1,883","1,735",91,102,89,99,93,96,101,100,95,92,86,89,216,100,98,93,95,"3,084",294,279,280,280,274,279,280,279,279,280,280,"4,777",971,889,994,0,930,993,13,6,4,3,5,8,"22,224"
2-Oct-07,"4,427","3,455","2,804","1,904","1,761",89,102,93,98,98,102,101,97,101,89,90,88,217,99,102,101,94,"3,084",293,280,280,280,274,280,279,279,279,280,280,"4,769",972,889,991,0,924,993,13,6,4,3,5,7,"22,229"
3-Oct-07,"4,423","3,499","2,797","1,880","1,757",89,102,94,98,99,102,101,97,98,89,90,85,218,99,102,101,93,"3,080",293,280,279,280,271,280,279,280,279,279,280,"4,771",970,890,996,0,920,995,13,6,4,3,5,8,"22,233"
4-Oct-07,"4,416","3,487","2,839","1,895","1,758",91,102,94,98,99,102,101,96,98,89,90,86,217,101,102,100,92,"3,083",294,280,279,280,273,281,278,280,279,279,280,"4,760",970,888,995,0,913,994,13,6,4,3,5,9,"22,265"
5-Oct-07,"4,394","3,466","2,841","1,894","1,725",90,95,92,96,99,97,95,98,98,85,89,83,216,98,98,98,98,"3,084",294,280,280,280,273,279,280,279,280,280,279,"4,765",973,888,993,0,918,993,13,6,4,3,5,71,"22,258"
6-Oct-07,"4,392","3,465","2,841","1,894","1,722",90,95,91,96,99,96,95,98,98,85,89,83,215,98,98,98,98,"3,081",294,279,280,280,273,279,280,279,278,280,279,"4,765",973,888,993,0,918,993,13,6,4,3,5,72,"22,250"
7-Oct-07,"4,389","3,465","2,842","1,894","1,717",90,95,91,96,96,96,95,97,98,85,89,83,214,98,98,98,98,"3,081",294,279,280,280,273,279,280,279,278,280,279,"4,765",973,888,993,0,918,993,13,6,4,3,5,71,"22,242"
8-Oct-07,"4,364","3,465","2,875","1,901","1,772",92,101,93,99,96,98,99,101,99,90,92,90,218,101,102,100,101,"3,074",290,279,279,280,273,279,279,278,278,280,279,"4,771",972,889,995,0,919,996,13,6,4,3,5,11,"22,251"
9-Oct-07,"4,365","3,487","2,877","1,894","1,771",91,100,95,99,96,98,99,101,99,90,93,90,220,100,102,100,98,"3,082",292,279,278,280,276,280,279,280,279,280,279,"4,770",970,888,995,0,921,996,13,6,4,3,5,8,"22,272"
