date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Tallahatchie County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,515","3,164","1,589","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"4,972",972,"1,000","1,000",0,"1,000","1,000",16,6,6,4,6,0,"22,725"
1-Dec-07,"4,293","3,498","3,048","1,778","1,816",92,102,96,100,100,101,98,101,101,91,92,93,252,100,98,101,98,"3,079",291,280,279,280,273,280,280,279,278,279,280,"4,803",973,887,998,0,949,996,12,5,4,3,5,11,"22,343"
2-Dec-07,"4,293","3,497","3,046","1,778","1,813",92,102,96,100,100,101,98,101,101,90,90,92,253,100,98,101,98,"3,079",291,280,279,280,273,280,280,279,278,279,280,"4,801",972,887,998,0,949,995,12,5,4,3,5,11,"22,335"
3-Dec-07,"4,297","3,504","3,035","1,786","1,818",92,102,95,100,99,101,100,101,101,90,92,92,253,102,98,101,99,"3,080",292,280,279,279,274,281,279,278,279,279,280,"4,804",972,887,999,0,950,996,12,5,4,3,5,12,"22,353"
4-Dec-07,"4,278","3,535","3,046","1,756","1,814",92,102,93,99,99,100,100,101,99,90,92,92,252,102,98,101,102,"3,086",294,280,277,279,276,281,280,280,280,279,280,"4,797",970,886,999,0,948,994,12,5,4,3,5,8,"22,337"
5-Dec-07,"4,291","3,529","3,057","1,746","1,816",92,102,96,101,101,101,99,100,95,91,92,92,254,102,98,100,100,"3,081",294,280,278,280,275,278,279,279,279,279,280,"4,799",968,885,998,0,955,993,12,5,4,3,5,11,"22,347"
6-Dec-07,"4,293","3,543","3,041","1,763","1,825",92,102,95,102,102,101,99,100,101,91,92,92,255,102,102,99,98,"3,082",294,280,279,280,274,278,280,279,279,279,280,"4,797",970,883,999,0,951,994,12,5,4,3,5,11,"22,372"
7-Dec-07,"4,307","3,524","3,036","1,783","1,819",92,102,94,102,99,101,99,100,101,91,92,92,255,102,102,99,96,"3,084",294,279,278,280,273,280,280,280,280,280,280,"4,801",971,882,999,0,954,995,12,5,4,3,5,9,"22,380"
8-Dec-07,"4,307","3,523","3,035","1,783","1,813",92,102,94,102,98,101,98,100,101,91,92,92,253,101,102,99,95,"3,082",294,278,278,280,273,280,280,280,279,280,280,"4,800",970,882,999,0,954,995,12,5,4,3,5,10,"22,370"
9-Dec-07,"4,307","3,526","3,034","1,783","1,813",92,102,94,102,99,101,98,100,101,91,91,92,253,101,102,99,95,"3,081",294,278,278,280,273,280,280,280,278,280,280,"4,800",970,882,999,0,954,995,12,5,4,3,5,7,"22,368"
