Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,557",42,"3,282","1,832","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,438",300,369,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,641"
1-Feb-13,"3,342","3,278",22,"3,223","2,203","1,453",90,64,76,76,72,69,72,73,71,74,92,91,219,96,74,66,78,"4,341",300,366,278,300,276,278,274,281,336,278,279,279,242,275,299,"4,284",0,"1,115",999,"1,269",901,41,5,4,4,0,28,"22,187"
2-Feb-13,"3,341","3,274",22,"3,223","2,188","1,452",90,64,76,76,72,69,72,73,71,74,91,91,219,96,74,66,78,"4,334",299,365,278,300,276,277,274,279,336,278,279,278,242,274,299,"4,280",0,"1,114",999,"1,266",901,40,5,4,4,0,27,"22,154"
3-Feb-13,"3,339","3,271",22,"3,221","2,203","1,446",90,64,76,76,72,69,69,72,71,74,91,90,218,96,74,66,78,"4,333",299,365,278,300,276,277,274,278,336,278,279,278,242,274,299,"4,279",0,"1,113",999,"1,266",901,42,5,4,4,0,29,"22,156"
4-Feb-13,"3,346","3,294",22,"3,227","2,188","1,454",90,64,77,74,74,74,73,72,71,75,85,91,220,95,74,67,78,"4,330",299,364,278,300,276,278,273,278,336,280,280,275,242,274,297,"4,282",0,"1,118",999,"1,263",902,23,5,5,4,0,9,"22,166"
5-Feb-13,"3,355","3,301",22,"3,229","2,178","1,456",89,67,77,74,74,74,73,73,73,75,85,91,220,93,74,67,77,"4,335",299,366,279,299,278,278,273,280,336,280,280,275,241,273,298,"4,278",0,"1,119",999,"1,260",900,22,5,5,4,0,8,"22,176"
6-Feb-13,"3,380","3,229",24,"3,238","2,153","1,468",90,68,72,79,74,74,73,73,73,75,85,90,231,94,74,67,76,"4,352",299,367,280,300,279,280,273,279,337,279,280,280,244,277,298,"4,311",0,"1,124",999,"1,289",899,22,5,5,4,0,8,"22,177"
7-Feb-13,"3,370","3,235",24,"3,226","2,175","1,476",90,68,71,79,74,77,73,79,75,74,85,88,235,93,73,67,75,"4,345",299,366,277,300,279,279,273,278,337,279,280,279,242,279,298,"4,309",0,"1,121",999,"1,289",900,25,5,5,4,0,11,"22,185"
8-Feb-13,"3,353","3,219",24,"3,237","2,176","1,477",89,73,72,73,76,76,74,77,79,78,83,84,230,91,77,66,79,"4,334",299,362,276,299,279,280,274,278,336,277,280,278,240,277,299,"4,306",0,"1,119",999,"1,288",900,53,5,6,4,0,38,"22,179"
9-Feb-13,"3,352","3,218",24,"3,238","2,176","1,472",89,73,71,73,76,76,74,77,79,78,83,83,230,90,76,66,78,"4,329",299,362,276,299,278,278,274,278,336,276,280,277,240,277,299,"4,301",0,"1,117",999,"1,285",900,53,5,6,4,0,38,"22,163"
