date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore TVC,Leflore TVC Support,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Rankin RID,Flowood TVC,Simpson TVC,Simpson TVC Support,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
Capacity,3590,"3,710",58,,"3,082","1,781","1,348",0,0,96,102,102,0,0,82,20,102,92,93,93,182,28,50,82,20,102,102,0,"4,494",300,369,280,310,280,280,274,280,355,280,280,326,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,164,40,34,8,42,40,"24,215"
22-Jun-17,3357,"3,400",31,9,"2,998","1,400",927,0,0,70,78,62,0,0,58,13,56,51,82,57,169,7,22,74,12,58,58,0,"3,757",240,291,240,274,222,223,272,278,349,199,222,260,238,217,232,"3,027",0,"1,161",998,0,868,14,5,6,3,40,5,27,5,1,2,"18,960"
23-Jun-17,3378,"3,363",31,7,"2,992","1,423",918,0,0,65,79,60,0,0,57,13,56,51,81,57,169,7,22,73,12,58,58,0,"3,769",240,286,240,273,221,222,272,280,352,200,224,260,238,223,238,"3,029",0,"1,161","1,000",0,868,14,5,6,3,40,5,27,5,1,2,"18,964"
24-Jun-17,3379,"3,361",31,7,"2,991","1,423",910,0,0,65,79,60,0,0,57,13,61,49,81,57,165,7,22,70,12,58,54,0,"3,769",240,286,240,273,222,221,272,280,352,200,224,260,238,223,238,"3,028",0,"1,161",999,0,868,14,5,6,3,40,5,27,5,1,2,"18,953"
25-Jun-17,"3,375","3,360",31,7,"2,991","1,423",908,0,0,65,79,60,0,0,57,13,61,49,80,57,165,7,22,69,12,58,54,0,"3,769",240,285,240,273,222,222,272,279,352,200,224,260,238,224,238,"3,028",0,"1,161",999,0,868,14,5,6,3,40,5,27,5,1,2,"18,946"
26-Jun-17,"3,374","3,329",31,6,"2,990","1,416",908,0,0,68,79,61,0,0,54,13,60,51,81,56,165,7,22,66,12,57,56,0,"3,763",240,289,240,272,220,222,274,278,350,198,224,260,237,222,237,"3,056",0,"1,160",998,0,898,14,5,6,3,41,5,27,7,0,2,"18,928"
27-Jun-17,"3,392","3,340",31,8,"2,986","1,388",905,0,0,67,79,61,0,0,51,15,59,51,81,53,172,7,21,65,12,55,56,0,"3,757",239,287,240,271,223,218,271,280,347,200,224,261,235,223,238,"3,058",0,"1,163",998,0,897,14,5,6,3,46,5,32,7,0,2,"18,925"
28-Jun-17,"3,384","3,320",32,6,"2,992","1,367",909,0,0,67,76,63,0,0,58,15,59,50,83,54,171,7,23,63,12,55,53,0,"3,765",240,294,240,270,221,223,270,278,348,200,224,264,234,223,236,"3,060",0,"1,166",997,0,897,14,5,6,3,46,5,32,7,0,2,"18,895"
29-Jun-17,"3,379","3,375",33,9,"3,007","1,328",911,0,0,67,76,67,0,0,54,15,59,50,81,53,173,8,22,62,12,55,57,0,"3,766",240,294,240,270,224,220,275,278,347,200,224,264,233,223,234,"3,039",0,"1,164",997,0,878,14,5,6,3,46,5,32,7,0,2,"18,907"
30-Jun-17,"3,370","3,375",33,9,"3,013","1,328",919,0,0,67,76,67,0,0,60,15,58,50,83,53,173,8,22,65,11,55,56,0,"3,778",239,294,240,270,224,224,275,280,352,199,223,263,232,223,240,"3,040",0,"1,164","1,000",0,876,14,5,6,3,46,5,32,7,0,2,"18,925"
Avg Population,3339,3339,31,9,2996,1373,934,0,0,66,82,64,0,0,64,13,59,51,80,59,167,8,23,74,12,57,56,0,3775,240,291,246,280,223,223,273,277,350,199,223,262,230,222,237,3041,0,1170,998,0,873,13,5,5,3,46,8,26,5,5,2,18897
