Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION    (CLOSED),E-CODE,TOTALS
Capacity,"4,648","3,665","3,282","1,753","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"4,363",300,294,280,300,280,280,274,280,355,280,280,280,300,280,300,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"25,553"
28-May-12,"3,291","3,106","3,156","2,124","1,563",90,86,76,92,88,83,83,91,93,78,90,83,192,94,87,70,87,"4,266",298,293,280,299,278,278,274,280,336,279,280,281,233,278,299,"4,285",0,"1,360",986,"1,036",903,13,6,3,4,0,6,"21,810"
29-May-12,"3,284","3,112","3,163","2,134","1,554",90,86,75,91,85,84,81,90,90,77,90,90,192,94,87,70,82,"4,271",300,293,280,299,280,278,274,279,336,280,279,282,232,279,300,"4,283",0,"1,359",984,"1,037",903,13,6,3,4,0,6,"21,820"
30-May-12,"3,281","3,102","3,175","2,141","1,560",91,86,75,91,84,84,81,89,90,81,93,89,194,94,86,70,82,"4,270",300,292,280,299,279,280,274,279,335,279,280,282,231,280,300,"4,299",0,"1,362",983,"1,046",908,12,5,3,4,0,6,"21,846"
31-May-12,"3,300","3,098","3,170","2,122","1,562",91,87,75,92,84,83,81,88,90,81,93,84,194,97,84,76,82,"4,284",300,293,279,299,280,280,274,279,337,279,280,280,243,281,300,"4,295",0,"1,361",983,"1,044",907,12,5,3,4,0,2,"21,845"
Avg Population,"3,296","3,103","3,172","2,176","1,571",90,87,78,88,87,82,77,89,90,76,89,90,202,98,89,71,85,"4,272",300,293,279,299,279,279,274,280,339,279,280,280,232,279,300,"4,271",0,"1,359",983,"1,030",899,13,6,4,3,0,15,"21,888"
