Location,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,435","3,449","3,204","1,481","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,138",294,280,280,280,274,280,330,280,280,280,280,"5,972",972,"1,500","1,000","1,500","1,000",16,6,6,4,6,0,"23,549"
1-Jul-10,"3,387","3,312","3,155","1,556","1,664",79,84,67,93,78,100,98,92,97,88,78,93,241,96,92,93,95,"2,524",233,224,222,224,219,224,282,225,224,224,223,"5,309",902,"1,359",900,"1,199",949,6,2,2,2,6,6,"20,925"
2-Jul-10,"3,392","3,280","3,152","1,590","1,687",80,87,73,96,81,100,98,91,101,85,78,93,241,100,91,93,99,"2,527",231,226,224,224,219,224,281,227,224,224,223,"5,307",901,"1,358",901,"1,199",948,6,2,2,2,6,9,"20,956"
3-Jul-10,"3,391","3,282","3,149","1,590","1,684",80,87,73,95,81,98,98,91,101,85,78,93,242,100,91,93,98,"2,525",231,225,224,224,219,224,281,226,224,224,223,"5,306",901,"1,357",901,"1,199",948,6,2,2,2,6,8,"20,947"
4-Jul-10,"3,390","3,282","3,148","1,590","1,679",80,87,73,96,81,98,97,91,101,85,78,92,242,100,88,92,98,"2,524",230,225,224,224,219,224,281,226,224,224,223,"5,304",900,"1,356",901,"1,199",948,6,2,2,2,6,7,"20,936"
5-Jul-10,"3,389","3,278","3,146","1,590","1,677",79,87,73,96,81,98,97,91,101,85,78,92,241,100,88,92,98,"2,523",230,224,224,224,219,224,281,226,224,224,223,"5,303",899,"1,356",901,"1,199",948,6,2,2,2,6,9,"20,927"
6-Jul-10,"3,390","3,304","3,151","1,589","1,665",78,87,73,96,82,97,97,91,98,85,78,91,241,94,88,91,98,"2,522",231,224,224,224,218,224,281,225,224,223,224,"5,307",902,"1,356",900,"1,198",951,6,2,2,2,6,7,"20,947"
7-Jul-10,"3,409","3,305","3,158","1,596","1,663",78,87,73,96,82,96,96,91,98,87,75,93,241,94,87,91,98,"2,526",235,224,224,224,219,224,280,225,224,223,224,"5,306",902,"1,356",900,"1,198",950,6,2,2,2,6,5,"20,980"
8-Jul-10,"3,412","3,303","3,165","1,589","1,657",78,87,73,96,82,96,98,89,98,87,74,92,238,94,87,91,97,"2,518",235,224,224,224,219,222,278,221,223,224,224,"5,313",902,"1,359",902,"1,200",950,6,2,2,2,6,4,"20,973"
9-Jul-10,"3,421","3,280","3,159","1,593","1,629",76,86,70,96,80,92,96,87,99,84,78,91,232,91,85,87,99,"2,527",235,224,224,224,219,224,278,227,224,224,224,"5,320",907,"1,359",902,"1,202",950,9,5,2,2,6,42,"20,986"
