date_raw,Mississippi State Penitentiary,Central Mississippi Correctional Facility,South Mississippi Correctional Institution,COUNTY JAILS,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Leflore Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Simpson Satellite Facility,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Bolivar County,Carroll County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Winston County,PRIVATE PRISONS,Delta,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,GOVERNOR'S MANSION,E-CODE,TOTALS
Capacity,"4,527","3,665","3,204","1,690","1,848",92,102,96,102,102,102,102,102,102,92,93,93,260,102,102,102,102,"3,088",294,280,280,280,274,280,280,280,280,280,280,"5,472",972,"1,000","1,000","1,500","1,000",16,6,6,4,6,0,"23,516"
19-Sep-08,"4,133","3,552","3,104","2,203","1,749",90,91,86,97,99,97,97,102,101,88,86,88,240,93,100,97,97,"3,082",292,280,280,280,271,280,280,280,280,279,280,"4,962",970,897,"1,000","1,107",988,12,6,4,2,6,70,"22,873"
20-Sep-08,"4,132","3,552","3,103","2,203","1,742",90,90,86,96,98,97,97,102,101,88,86,88,237,92,100,97,97,"3,079",292,280,280,280,271,279,280,278,280,279,280,"4,961",970,897,"1,000","1,107",987,12,6,4,2,6,70,"22,860"
21-Sep-08,"4,131","3,554","3,102","2,203","1,742",90,90,86,96,98,97,97,102,101,88,86,89,237,92,99,97,97,"3,078",292,280,280,280,271,279,279,278,280,279,280,"4,959",970,897,999,"1,107",986,12,6,4,2,6,68,"22,855"
22-Sep-08,"4,137","3,586","3,097","2,186","1,797",91,100,93,98,100,102,100,101,101,88,89,92,241,100,101,99,101,"3,078",290,280,280,280,271,280,279,279,280,280,279,"4,959",972,899,997,"1,105",986,12,6,4,2,6,9,"22,867"
23-Sep-08,"4,119","3,596","3,087","2,201","1,796",90,99,96,99,102,102,100,101,101,88,88,91,240,100,101,98,100,"3,083",293,280,280,280,271,280,280,280,279,280,280,"4,967",972,897,999,"1,109",990,14,6,6,2,6,9,"22,878"
24-Sep-08,"4,111","3,618","3,080","2,208","1,801",90,99,95,100,101,101,100,100,100,92,87,93,243,101,99,100,100,"3,077",293,280,280,279,270,280,276,280,279,280,280,"4,963",971,895,999,"1,110",988,14,6,6,2,6,11,"22,889"
25-Sep-08,"4,113","3,612","3,102","2,227","1,812",90,99,94,102,102,102,99,100,100,92,93,93,242,102,102,100,100,"3,070",292,279,280,279,268,280,279,277,279,280,277,"4,971",969,895,"1,001","1,123",983,13,6,6,1,6,12,"22,938"
26-Sep-08,"4,114","3,601","3,093","2,256","1,792",88,97,94,101,101,100,98,99,101,89,93,91,241,102,99,99,99,"3,081",294,279,280,280,268,280,280,280,280,280,280,"4,990",970,893,"1,000","1,144",983,13,6,6,1,6,32,"22,978"
27-Sep-08,"4,111","3,598","3,091","2,256","1,790",88,97,94,101,101,100,98,99,101,89,92,91,240,102,99,99,99,"3,077",293,279,279,279,268,280,280,280,280,279,280,"4,986",968,893,999,"1,144",982,13,6,6,1,6,33,"22,961"
